	Province	Country	Year	Value
1937	País Vasco	ZAF	2015	4.0
1938	País Vasco	ZAF	2016	2.0
1939	País Vasco	ZAF	2017	2.0
1940	País Vasco	KOR	1998	38.0
1941	País Vasco	KOR	1999	29.0
1942	País Vasco	KOR	2000	27.0
1943	País Vasco	KOR	2001	29.0
1944	País Vasco	KOR	2002	28.0
1945	País Vasco	KOR	2003	26.0
1946	País Vasco	KOR	2004	22.0
1947	País Vasco	KOR	2005	20.0
1948	País Vasco	KOR	2006	19.0
1949	País Vasco	KOR	2007	11.0
1950	País Vasco	KOR	2008	8.0
1951	País Vasco	KOR	2009	9.0
1952	País Vasco	KOR	2010	9.0
1953	País Vasco	KOR	2011	8.0
1954	País Vasco	KOR	2012	6.0
1955	País Vasco	KOR	2013	4.0
1956	País Vasco	KOR	2014	4.0
1957	País Vasco	KOR	2015	4.0
1958	País Vasco	KOR	2016	3.0
1959	País Vasco	KOR	2017	2.0
1960	País Vasco	SWE	1998	47.0
1961	País Vasco	SWE	1999	46.0
1962	País Vasco	SWE	2000	50.0
1963	País Vasco	SWE	2001	58.0
1964	País Vasco	SWE	2002	65.0
1965	País Vasco	SWE	2003	60.0
1966	País Vasco	SWE	2004	68.0
1967	País Vasco	SWE	2005	65.0
1968	País Vasco	SWE	2006	62.0
1969	País Vasco	SWE	2007	60.0
1970	País Vasco	SWE	2008	47.0
1971	País Vasco	SWE	2009	41.0
1972	País Vasco	SWE	2010	35.0
1973	País Vasco	SWE	2011	35.0
1974	País Vasco	SWE	2012	32.0
1975	País Vasco	SWE	2013	32.0
1976	País Vasco	SWE	2014	27.0
1977	País Vasco	SWE	2015	33.0
1978	País Vasco	SWE	2016	25.0
1979	País Vasco	SWE	2017	22.0
1980	País Vasco	CHE	1998	37.0
1981	País Vasco	CHE	1999	34.0
1982	País Vasco	CHE	2000	34.0
1983	País Vasco	CHE	2001	39.0
1984	País Vasco	CHE	2002	45.0
1985	País Vasco	CHE	2003	46.0
1986	País Vasco	CHE	2004	47.0
1987	País Vasco	CHE	2005	44.0
1988	País Vasco	CHE	2006	47.0
1989	País Vasco	CHE	2007	50.0
1990	País Vasco	CHE	2008	47.0
1991	País Vasco	CHE	2009	44.0
1992	País Vasco	CHE	2010	39.0
1993	País Vasco	CHE	2011	35.0
1994	País Vasco	CHE	2012	34.0
1995	País Vasco	CHE	2013	30.0
1996	País Vasco	CHE	2014	32.0
1997	País Vasco	CHE	2015	31.0
1998	País Vasco	CHE	2016	28.0
1999	País Vasco	CHE	2017	27.0
2000	País Vasco	SYR	1998	32.0
2001	País Vasco	SYR	1999	17.0
2002	País Vasco	SYR	2000	19.0
2003	País Vasco	SYR	2001	10.0
2004	País Vasco	SYR	2002	15.0
2005	País Vasco	SYR	2003	12.0
2006	País Vasco	SYR	2004	15.0
2007	País Vasco	SYR	2005	12.0
2008	País Vasco	SYR	2006	11.0
2009	País Vasco	SYR	2007	10.0
2010	País Vasco	SYR	2008	11.0
2011	País Vasco	SYR	2009	4.0
2012	País Vasco	SYR	2010	3.0
2013	País Vasco	SYR	2011	3.0
2014	País Vasco	SYR	2012	1.0
2015	País Vasco	SYR	2013	1.0
2016	País Vasco	SYR	2014	1.0
2017	País Vasco	SYR	2015	3.0
2018	País Vasco	SYR	2016	1.0
2019	País Vasco	SYR	2017	2.0
2020	País Vasco	THA	1998	21.0
2021	País Vasco	THA	1999	25.0
2022	País Vasco	THA	2000	21.0
2023	País Vasco	THA	2001	13.0
2024	País Vasco	THA	2002	13.0
2025	País Vasco	THA	2003	12.0
2026	País Vasco	THA	2004	10.0
2027	País Vasco	THA	2005	12.0
2028	País Vasco	THA	2006	15.0
2029	País Vasco	THA	2007	10.0
2030	País Vasco	THA	2008	7.0
2031	País Vasco	THA	2009	6.0
2032	País Vasco	THA	2010	5.0
2033	País Vasco	THA	2011	4.0
2034	País Vasco	THA	2012	4.0
2035	País Vasco	THA	2013	5.0
2036	País Vasco	THA	2014	4.0
2037	País Vasco	THA	2015	7.0
2038	País Vasco	THA	2016	3.0
2039	País Vasco	THA	2017	3.0
2040	País Vasco	NLD	1998	117.0
2041	País Vasco	NLD	1999	116.0
2042	País Vasco	NLD	2000	117.0
2043	País Vasco	NLD	2001	112.0
2044	País Vasco	NLD	2002	114.0
2045	País Vasco	NLD	2003	112.0
2046	País Vasco	NLD	2004	107.0
2047	País Vasco	NLD	2005	104.0
2048	País Vasco	NLD	2006	107.0
2049	País Vasco	NLD	2007	98.0
2050	País Vasco	NLD	2008	89.0
2051	País Vasco	NLD	2009	79.0
2052	País Vasco	NLD	2010	71.0
2053	País Vasco	NLD	2011	67.0
2054	País Vasco	NLD	2012	53.0
2055	País Vasco	NLD	2013	47.0
2056	País Vasco	NLD	2014	43.0
2057	País Vasco	NLD	2015	51.0
2058	País Vasco	NLD	2016	35.0
2059	País Vasco	NLD	2017	32.0
2060	País Vasco	SVK	1998	55.0
2061	País Vasco	SVK	1999	53.0
2062	País Vasco	SVK	2000	62.0
2063	País Vasco	SVK	2001	73.0
2064	País Vasco	SVK	2002	81.0
2065	País Vasco	SVK	2003	81.0
2066	País Vasco	SVK	2004	80.0
2067	País Vasco	SVK	2005	71.0
2068	País Vasco	SVK	2006	53.0
2069	País Vasco	SVK	2007	51.0
2070	País Vasco	SVK	2008	37.0
2071	País Vasco	SVK	2009	35.0
2072	País Vasco	SVK	2010	26.0
2073	País Vasco	SVK	2011	22.0
2074	País Vasco	SVK	2012	28.0
2075	País Vasco	SVK	2013	16.0
2076	País Vasco	SVK	2014	5.0
2077	País Vasco	SVK	2015	2.0
2078	País Vasco	SVK	2016	1.0
2079	País Vasco	SVK	2017	1.0
2080	País Vasco	TGO	1998	4.0
2081	País Vasco	TGO	1999	4.0
2082	País Vasco	TGO	2000	4.0
2083	País Vasco	TGO	2001	3.0
2084	País Vasco	TGO	2002	2.0
2085	País Vasco	TGO	2003	2.0
2086	País Vasco	TGO	2004	2.0
2087	País Vasco	TGO	2005	2.0
2088	País Vasco	TGO	2006	2.0
2089	País Vasco	TGO	2007	2.0
2090	País Vasco	TGO	2008	3.0
2091	País Vasco	TGO	2009	1.0
2092	País Vasco	TGO	2010	1.0
2093	País Vasco	TGO	2011	1.0
2094	País Vasco	TGO	2012	1.0
2095	País Vasco	TGO	2013	0.0
2096	País Vasco	TGO	2014	0.0
2097	País Vasco	TGO	2015	1.0
2098	País Vasco	TGO	2016	1.0
2099	País Vasco	TGO	2017	1.0
2100	País Vasco	TUN	1998	24.0
2101	País Vasco	TUN	1999	24.0
2102	País Vasco	TUN	2000	25.0
2103	País Vasco	TUN	2001	28.0
2104	País Vasco	TUN	2002	27.0
2105	País Vasco	TUN	2003	31.0
2106	País Vasco	TUN	2004	29.0
2107	País Vasco	TUN	2005	26.0
2108	País Vasco	TUN	2006	28.0
2109	País Vasco	TUN	2007	29.0
2110	País Vasco	TUN	2008	30.0
2111	País Vasco	TUN	2009	26.0
2112	País Vasco	TUN	2010	23.0
2113	País Vasco	TUN	2011	19.0
2114	País Vasco	TUN	2012	18.0
2115	País Vasco	TUN	2013	17.0
2116	País Vasco	TUN	2014	11.0
2117	País Vasco	TUN	2015	10.0
2118	País Vasco	TUN	2016	7.0
2119	País Vasco	TUN	2017	9.0
2120	País Vasco	TUR	1998	22.0
2121	País Vasco	TUR	1999	22.0
2122	País Vasco	TUR	2000	20.0
2123	País Vasco	TUR	2001	19.0
2124	País Vasco	TUR	2002	15.0
2125	País Vasco	TUR	2003	15.0
2126	País Vasco	TUR	2004	20.0
2127	País Vasco	TUR	2005	14.0
2128	País Vasco	TUR	2006	10.0
2129	País Vasco	TUR	2007	11.0
2130	País Vasco	TUR	2008	10.0
2131	País Vasco	TUR	2009	10.0
2132	País Vasco	TUR	2010	10.0
2133	País Vasco	TUR	2011	11.0
2134	País Vasco	TUR	2012	9.0
2135	País Vasco	TUR	2013	6.0
2136	País Vasco	TUR	2014	5.0
2137	País Vasco	TUR	2015	4.0
2138	País Vasco	TUR	2016	5.0
2139	País Vasco	TUR	2017	4.0
2140	País Vasco	UKR	1998	1371.0
2141	País Vasco	UKR	1999	1313.0
2142	País Vasco	UKR	2000	1177.0
2143	País Vasco	UKR	2001	1084.0
2144	País Vasco	UKR	2002	1090.0
2145	País Vasco	UKR	2003	1079.0
2146	País Vasco	UKR	2004	1050.0
2147	País Vasco	UKR	2005	978.0
2148	País Vasco	UKR	2006	896.0
2149	País Vasco	UKR	2007	771.0
2150	País Vasco	UKR	2008	618.0
2151	País Vasco	UKR	2009	524.0
2152	País Vasco	UKR	2010	407.0
2153	País Vasco	UKR	2011	312.0
2154	País Vasco	UKR	2012	217.0
2155	País Vasco	UKR	2013	99.0
2156	País Vasco	UKR	2014	35.0
2157	País Vasco	UKR	2015	23.0
2158	País Vasco	UKR	2016	17.0
2159	País Vasco	UKR	2017	13.0
2160	País Vasco	GBR	1998	609.0
2161	País Vasco	GBR	1999	584.0
2162	País Vasco	GBR	2000	591.0
2163	País Vasco	GBR	2001	601.0
2164	País Vasco	GBR	2002	623.0
2165	País Vasco	GBR	2003	611.0
2166	País Vasco	GBR	2004	590.0
2167	País Vasco	GBR	2005	587.0
2168	País Vasco	GBR	2006	631.0
2169	País Vasco	GBR	2007	645.0
2170	País Vasco	GBR	2008	628.0
2171	País Vasco	GBR	2009	621.0
2172	País Vasco	GBR	2010	570.0
2173	País Vasco	GBR	2011	580.0
2174	País Vasco	GBR	2012	531.0
2175	País Vasco	GBR	2013	505.0
2176	País Vasco	GBR	2014	443.0
2177	País Vasco	GBR	2015	427.0
2178	País Vasco	GBR	2016	354.0
2179	País Vasco	GBR	2017	235.0
2180	País Vasco	USA	1998	376.0
2181	País Vasco	USA	1999	353.0
2182	País Vasco	USA	2000	324.0
2183	País Vasco	USA	2001	326.0
2184	País Vasco	USA	2002	358.0
2185	País Vasco	USA	2003	379.0
2186	País Vasco	USA	2004	340.0
2187	País Vasco	USA	2005	310.0
2188	País Vasco	USA	2006	289.0
2189	País Vasco	USA	2007	268.0
2190	País Vasco	USA	2008	249.0
2191	País Vasco	USA	2009	288.0
2192	País Vasco	USA	2010	290.0
2193	País Vasco	USA	2011	261.0
2194	País Vasco	USA	2012	229.0
2195	País Vasco	USA	2013	204.0
2196	País Vasco	USA	2014	175.0
2197	País Vasco	USA	2015	165.0
2198	País Vasco	USA	2016	148.0
2199	País Vasco	USA	2017	121.0
2200	País Vasco	URY	1998	126.0
2201	País Vasco	URY	1999	127.0
2202	País Vasco	URY	2000	139.0
2203	País Vasco	URY	2001	157.0
2204	País Vasco	URY	2002	185.0
2205	País Vasco	URY	2003	211.0
2206	País Vasco	URY	2004	241.0
2207	País Vasco	URY	2005	235.0
2208	País Vasco	URY	2006	234.0
2209	País Vasco	URY	2007	213.0
2210	País Vasco	URY	2008	199.0
2211	País Vasco	URY	2009	183.0
2212	País Vasco	URY	2010	150.0
2213	País Vasco	URY	2011	118.0
2214	País Vasco	URY	2012	57.0
2215	País Vasco	URY	2013	36.0
2216	País Vasco	URY	2014	27.0
2217	País Vasco	URY	2015	32.0
2218	País Vasco	URY	2016	20.0
2219	País Vasco	URY	2017	16.0
2220	País Vasco	VEN	1998	532.0
2221	País Vasco	VEN	1999	457.0
2222	País Vasco	VEN	2000	389.0
2223	País Vasco	VEN	2001	413.0
2224	País Vasco	VEN	2002	450.0
2225	País Vasco	VEN	2003	471.0
2226	País Vasco	VEN	2004	482.0
2227	País Vasco	VEN	2005	484.0
2228	País Vasco	VEN	2006	494.0
2229	País Vasco	VEN	2007	467.0
2230	País Vasco	VEN	2008	383.0
2231	País Vasco	VEN	2009	390.0
2232	País Vasco	VEN	2010	338.0
2233	País Vasco	VEN	2011	282.0
2234	País Vasco	VEN	2012	223.0
2235	País Vasco	VEN	2013	190.0
2236	País Vasco	VEN	2014	153.0
2237	País Vasco	VEN	2015	135.0
2238	País Vasco	VEN	2016	116.0
2239	País Vasco	VEN	2017	105.0
2240	País Vasco	VNM	1998	8.0
2241	País Vasco	VNM	1999	5.0
2242	País Vasco	VNM	2000	5.0
2243	País Vasco	VNM	2001	9.0
2244	País Vasco	VNM	2002	11.0
2245	País Vasco	VNM	2003	11.0
2246	País Vasco	VNM	2004	6.0
2247	País Vasco	VNM	2005	4.0
2248	País Vasco	VNM	2006	2.0
2249	País Vasco	VNM	2007	2.0
2250	País Vasco	VNM	2008	2.0
2251	País Vasco	VNM	2009	2.0
2252	País Vasco	VNM	2010	2.0
2253	País Vasco	VNM	2011	2.0
2254	País Vasco	VNM	2012	2.0
2255	País Vasco	VNM	2013	2.0
2256	País Vasco	VNM	2014	2.0
2257	País Vasco	VNM	2015	3.0
2258	País Vasco	VNM	2016	3.0
2259	País Vasco	VNM	2017	3.0
4520	Andalucía	ALB	1998	181.0
4521	Andalucía	ALB	1999	167.0
4522	Andalucía	ALB	2000	150.0
4523	Andalucía	ALB	2001	159.0
4524	Andalucía	ALB	2002	149.0
4525	Andalucía	ALB	2003	156.0
4526	Andalucía	ALB	2004	136.0
4527	Andalucía	ALB	2005	144.0
4528	Andalucía	ALB	2006	137.0
4529	Andalucía	ALB	2007	136.0
4530	Andalucía	ALB	2008	100.0
4531	Andalucía	ALB	2009	99.0
4532	Andalucía	ALB	2010	83.0
4533	Andalucía	ALB	2011	66.0
4534	Andalucía	ALB	2012	66.0
4535	Andalucía	ALB	2013	53.0
4536	Andalucía	ALB	2014	43.0
4537	Andalucía	ALB	2015	31.0
4538	Andalucía	ALB	2016	26.0
4539	Andalucía	ALB	2017	22.0
4540	Andalucía	DZA	1998	4683.0
4541	Andalucía	DZA	1999	4986.0
4542	Andalucía	DZA	2000	5263.0
4543	Andalucía	DZA	2001	5601.0
4544	Andalucía	DZA	2002	5827.0
4545	Andalucía	DZA	2003	5936.0
4546	Andalucía	DZA	2004	5820.0
4547	Andalucía	DZA	2005	5613.0
4548	Andalucía	DZA	2006	5350.0
4549	Andalucía	DZA	2007	5254.0
4550	Andalucía	DZA	2008	4311.0
4551	Andalucía	DZA	2009	3854.0
4552	Andalucía	DZA	2010	3803.0
4553	Andalucía	DZA	2011	3274.0
4554	Andalucía	DZA	2012	2909.0
4555	Andalucía	DZA	2013	2120.0
4556	Andalucía	DZA	2014	1612.0
4557	Andalucía	DZA	2015	1123.0
4558	Andalucía	DZA	2016	882.0
4559	Andalucía	DZA	2017	721.0
4560	Andalucía	AND	1998	36.0
4561	Andalucía	AND	1999	39.0
4562	Andalucía	AND	2000	41.0
4563	Andalucía	AND	2001	48.0
4564	Andalucía	AND	2002	46.0
4565	Andalucía	AND	2003	49.0
4566	Andalucía	AND	2004	55.0
4567	Andalucía	AND	2005	68.0
4568	Andalucía	AND	2006	72.0
4569	Andalucía	AND	2007	72.0
4570	Andalucía	AND	2008	63.0
4571	Andalucía	AND	2009	115.0
4572	Andalucía	AND	2010	106.0
4573	Andalucía	AND	2011	87.0
4574	Andalucía	AND	2012	92.0
4575	Andalucía	AND	2013	76.0
4576	Andalucía	AND	2014	69.0
4577	Andalucía	AND	2015	57.0
4578	Andalucía	AND	2016	47.0
4579	Andalucía	AND	2017	46.0
4580	Andalucía	AGO	1998	93.0
4581	Andalucía	AGO	1999	88.0
4582	Andalucía	AGO	2000	98.0
4583	Andalucía	AGO	2001	106.0
4584	Andalucía	AGO	2002	113.0
4585	Andalucía	AGO	2003	111.0
4586	Andalucía	AGO	2004	107.0
4587	Andalucía	AGO	2005	107.0
4588	Andalucía	AGO	2006	102.0
4589	Andalucía	AGO	2007	112.0
4590	Andalucía	AGO	2008	93.0
4591	Andalucía	AGO	2009	110.0
4592	Andalucía	AGO	2010	105.0
4593	Andalucía	AGO	2011	94.0
4594	Andalucía	AGO	2012	98.0
4595	Andalucía	AGO	2013	87.0
4596	Andalucía	AGO	2014	71.0
4597	Andalucía	AGO	2015	54.0
4598	Andalucía	AGO	2016	44.0
4599	Andalucía	AGO	2017	39.0
4600	Andalucía	SAU	1998	149.0
4601	Andalucía	SAU	1999	116.0
4602	Andalucía	SAU	2000	95.0
4603	Andalucía	SAU	2001	67.0
4604	Andalucía	SAU	2002	61.0
4605	Andalucía	SAU	2003	52.0
4606	Andalucía	SAU	2004	56.0
4607	Andalucía	SAU	2005	60.0
4608	Andalucía	SAU	2006	47.0
4609	Andalucía	SAU	2007	44.0
4610	Andalucía	SAU	2008	51.0
4611	Andalucía	SAU	2009	74.0
4612	Andalucía	SAU	2010	91.0
4613	Andalucía	SAU	2011	78.0
4614	Andalucía	SAU	2012	96.0
4615	Andalucía	SAU	2013	89.0
4616	Andalucía	SAU	2014	82.0
4617	Andalucía	SAU	2015	68.0
4618	Andalucía	SAU	2016	59.0
4619	Andalucía	SAU	2017	57.0
4620	Andalucía	ARG	1998	11221.0
4621	Andalucía	ARG	1999	11891.0
4622	Andalucía	ARG	2000	12705.0
4623	Andalucía	ARG	2001	14462.0
4624	Andalucía	ARG	2002	16539.0
4625	Andalucía	ARG	2003	18174.0
4626	Andalucía	ARG	2004	20538.0
4627	Andalucía	ARG	2005	22490.0
4628	Andalucía	ARG	2006	24876.0
4629	Andalucía	ARG	2007	26127.0
4630	Andalucía	ARG	2008	25177.0
4631	Andalucía	ARG	2009	26363.0
4632	Andalucía	ARG	2010	26010.0
4633	Andalucía	ARG	2011	21250.0
4634	Andalucía	ARG	2012	16262.0
4635	Andalucía	ARG	2013	7854.0
4636	Andalucía	ARG	2014	4367.0
4637	Andalucía	ARG	2015	3165.0
4638	Andalucía	ARG	2016	2805.0
4639	Andalucía	ARG	2017	2641.0
4640	Andalucía	ARM	1998	889.0
4641	Andalucía	ARM	1999	926.0
4642	Andalucía	ARM	2000	950.0
4643	Andalucía	ARM	2001	1001.0
4644	Andalucía	ARM	2002	1006.0
4645	Andalucía	ARM	2003	1029.0
4646	Andalucía	ARM	2004	1035.0
4647	Andalucía	ARM	2005	1009.0
4648	Andalucía	ARM	2006	1006.0
4649	Andalucía	ARM	2007	969.0
4650	Andalucía	ARM	2008	850.0
4651	Andalucía	ARM	2009	814.0
4652	Andalucía	ARM	2010	716.0
4653	Andalucía	ARM	2011	596.0
4654	Andalucía	ARM	2012	539.0
4655	Andalucía	ARM	2013	427.0
4656	Andalucía	ARM	2014	291.0
4657	Andalucía	ARM	2015	133.0
4658	Andalucía	ARM	2016	89.0
4659	Andalucía	ARM	2017	47.0
4660	Andalucía	AUS	1998	364.0
4661	Andalucía	AUS	1999	337.0
4662	Andalucía	AUS	2000	285.0
4663	Andalucía	AUS	2001	276.0
4664	Andalucía	AUS	2002	278.0
4665	Andalucía	AUS	2003	262.0
4666	Andalucía	AUS	2004	273.0
4667	Andalucía	AUS	2005	248.0
4668	Andalucía	AUS	2006	218.0
4669	Andalucía	AUS	2007	218.0
4670	Andalucía	AUS	2008	201.0
4671	Andalucía	AUS	2009	242.0
4672	Andalucía	AUS	2010	291.0
4673	Andalucía	AUS	2011	262.0
4674	Andalucía	AUS	2012	303.0
4675	Andalucía	AUS	2013	262.0
4676	Andalucía	AUS	2014	227.0
4677	Andalucía	AUS	2015	202.0
4678	Andalucía	AUS	2016	191.0
4679	Andalucía	AUS	2017	167.0
4680	Andalucía	AUT	1998	905.0
4681	Andalucía	AUT	1999	984.0
4682	Andalucía	AUT	2000	1125.0
4683	Andalucía	AUT	2001	1139.0
4684	Andalucía	AUT	2002	1383.0
4685	Andalucía	AUT	2003	1439.0
4686	Andalucía	AUT	2004	1369.0
4687	Andalucía	AUT	2005	1308.0
4688	Andalucía	AUT	2006	1226.0
4689	Andalucía	AUT	2007	1165.0
4690	Andalucía	AUT	2008	1051.0
4691	Andalucía	AUT	2009	963.0
4692	Andalucía	AUT	2010	856.0
4693	Andalucía	AUT	2011	725.0
4694	Andalucía	AUT	2012	711.0
4695	Andalucía	AUT	2013	647.0
4696	Andalucía	AUT	2014	540.0
4697	Andalucía	AUT	2015	446.0
4698	Andalucía	AUT	2016	373.0
4699	Andalucía	AUT	2017	334.0
4700	Andalucía	BGD	1998	573.0
4701	Andalucía	BGD	1999	532.0
4702	Andalucía	BGD	2000	513.0
4703	Andalucía	BGD	2001	564.0
4704	Andalucía	BGD	2002	576.0
4705	Andalucía	BGD	2003	543.0
4706	Andalucía	BGD	2004	403.0
4707	Andalucía	BGD	2005	349.0
4708	Andalucía	BGD	2006	300.0
4709	Andalucía	BGD	2007	233.0
4710	Andalucía	BGD	2008	196.0
4711	Andalucía	BGD	2009	175.0
4712	Andalucía	BGD	2010	99.0
4713	Andalucía	BGD	2011	62.0
4714	Andalucía	BGD	2012	57.0
4715	Andalucía	BGD	2013	34.0
4716	Andalucía	BGD	2014	22.0
4717	Andalucía	BGD	2015	4.0
4718	Andalucía	BGD	2016	4.0
4719	Andalucía	BGD	2017	4.0
4720	Andalucía	BLR	1998	776.0
4721	Andalucía	BLR	1999	743.0
4722	Andalucía	BLR	2000	721.0
4723	Andalucía	BLR	2001	709.0
4724	Andalucía	BLR	2002	729.0
4725	Andalucía	BLR	2003	737.0
4726	Andalucía	BLR	2004	705.0
4727	Andalucía	BLR	2005	677.0
4728	Andalucía	BLR	2006	654.0
4729	Andalucía	BLR	2007	592.0
4730	Andalucía	BLR	2008	538.0
4731	Andalucía	BLR	2009	577.0
4732	Andalucía	BLR	2010	507.0
4733	Andalucía	BLR	2011	349.0
4734	Andalucía	BLR	2012	238.0
4735	Andalucía	BLR	2013	126.0
4736	Andalucía	BLR	2014	58.0
4737	Andalucía	BLR	2015	24.0
4738	Andalucía	BLR	2016	17.0
4739	Andalucía	BLR	2017	16.0
4740	Andalucía	BEL	1998	6565.0
4741	Andalucía	BEL	1999	6434.0
4742	Andalucía	BEL	2000	6297.0
4743	Andalucía	BEL	2001	6184.0
4744	Andalucía	BEL	2002	6962.0
4745	Andalucía	BEL	2003	7415.0
4746	Andalucía	BEL	2004	7056.0
4747	Andalucía	BEL	2005	6827.0
4748	Andalucía	BEL	2006	6606.0
4749	Andalucía	BEL	2007	6274.0
4750	Andalucía	BEL	2008	5795.0
4751	Andalucía	BEL	2009	5500.0
4752	Andalucía	BEL	2010	4985.0
4753	Andalucía	BEL	2011	4502.0
4754	Andalucía	BEL	2012	4805.0
4755	Andalucía	BEL	2013	4344.0
4756	Andalucía	BEL	2014	3903.0
4757	Andalucía	BEL	2015	3582.0
4758	Andalucía	BEL	2016	3216.0
4759	Andalucía	BEL	2017	3011.0
4760	Andalucía	BEN	1998	40.0
4761	Andalucía	BEN	1999	46.0
4762	Andalucía	BEN	2000	43.0
4763	Andalucía	BEN	2001	42.0
4764	Andalucía	BEN	2002	41.0
4765	Andalucía	BEN	2003	44.0
4766	Andalucía	BEN	2004	46.0
4767	Andalucía	BEN	2005	47.0
4768	Andalucía	BEN	2006	47.0
4769	Andalucía	BEN	2007	46.0
4770	Andalucía	BEN	2008	41.0
4771	Andalucía	BEN	2009	48.0
4772	Andalucía	BEN	2010	64.0
4773	Andalucía	BEN	2011	41.0
4774	Andalucía	BEN	2012	33.0
4775	Andalucía	BEN	2013	31.0
4776	Andalucía	BEN	2014	26.0
4777	Andalucía	BEN	2015	8.0
4778	Andalucía	BEN	2016	7.0
4779	Andalucía	BEN	2017	7.0
4780	Andalucía	BOL	1998	8694.0
4781	Andalucía	BOL	1999	10577.0
4782	Andalucía	BOL	2000	11982.0
4783	Andalucía	BOL	2001	14596.0
4784	Andalucía	BOL	2002	17051.0
4785	Andalucía	BOL	2003	17882.0
4786	Andalucía	BOL	2004	19046.0
4787	Andalucía	BOL	2005	19531.0
4788	Andalucía	BOL	2006	21174.0
4789	Andalucía	BOL	2007	22357.0
4790	Andalucía	BOL	2008	18445.0
4791	Andalucía	BOL	2009	13393.0
4792	Andalucía	BOL	2010	7613.0
4793	Andalucía	BOL	2011	2687.0
4794	Andalucía	BOL	2012	1197.0
4795	Andalucía	BOL	2013	496.0
4796	Andalucía	BOL	2014	178.0
4797	Andalucía	BOL	2015	101.0
4798	Andalucía	BOL	2016	93.0
4799	Andalucía	BOL	2017	86.0
4800	Andalucía	BIH	1998	78.0
4801	Andalucía	BIH	1999	87.0
4802	Andalucía	BIH	2000	91.0
4803	Andalucía	BIH	2001	81.0
4804	Andalucía	BIH	2002	79.0
4805	Andalucía	BIH	2003	88.0
4806	Andalucía	BIH	2004	104.0
4807	Andalucía	BIH	2005	109.0
4808	Andalucía	BIH	2006	118.0
4809	Andalucía	BIH	2007	119.0
4810	Andalucía	BIH	2008	115.0
4811	Andalucía	BIH	2009	115.0
4812	Andalucía	BIH	2010	124.0
4813	Andalucía	BIH	2011	106.0
4814	Andalucía	BIH	2012	132.0
4815	Andalucía	BIH	2013	119.0
4816	Andalucía	BIH	2014	106.0
4817	Andalucía	BIH	2015	96.0
4818	Andalucía	BIH	2016	84.0
4819	Andalucía	BIH	2017	73.0
4820	Andalucía	BRA	1998	7601.0
4821	Andalucía	BRA	1999	7445.0
4822	Andalucía	BRA	2000	7573.0
4823	Andalucía	BRA	2001	8279.0
4824	Andalucía	BRA	2002	9056.0
4825	Andalucía	BRA	2003	9719.0
4826	Andalucía	BRA	2004	10356.0
4827	Andalucía	BRA	2005	11314.0
4828	Andalucía	BRA	2006	12404.0
4829	Andalucía	BRA	2007	11331.0
4830	Andalucía	BRA	2008	8689.0
4831	Andalucía	BRA	2009	6863.0
4832	Andalucía	BRA	2010	5016.0
4833	Andalucía	BRA	2011	3386.0
4834	Andalucía	BRA	2012	2833.0
4835	Andalucía	BRA	2013	2056.0
4836	Andalucía	BRA	2014	1517.0
4837	Andalucía	BRA	2015	1068.0
4838	Andalucía	BRA	2016	802.0
4839	Andalucía	BRA	2017	684.0
4840	Andalucía	BGR	1998	9548.0
4841	Andalucía	BGR	1999	10452.0
4842	Andalucía	BGR	2000	11473.0
4843	Andalucía	BGR	2001	11948.0
4844	Andalucía	BGR	2002	12975.0
4845	Andalucía	BGR	2003	13184.0
4846	Andalucía	BGR	2004	12344.0
4847	Andalucía	BGR	2005	11817.0
4848	Andalucía	BGR	2006	11245.0
4849	Andalucía	BGR	2007	10292.0
4850	Andalucía	BGR	2008	7950.0
4851	Andalucía	BGR	2009	6399.0
4852	Andalucía	BGR	2010	5097.0
4853	Andalucía	BGR	2011	3244.0
4854	Andalucía	BGR	2012	2126.0
4855	Andalucía	BGR	2013	919.0
4856	Andalucía	BGR	2014	392.0
4857	Andalucía	BGR	2015	134.0
4858	Andalucía	BGR	2016	108.0
4859	Andalucía	BGR	2017	100.0
4860	Andalucía	BFA	1998	291.0
4861	Andalucía	BFA	1999	264.0
4862	Andalucía	BFA	2000	229.0
4863	Andalucía	BFA	2001	220.0
4864	Andalucía	BFA	2002	205.0
4865	Andalucía	BFA	2003	216.0
4866	Andalucía	BFA	2004	204.0
4867	Andalucía	BFA	2005	174.0
4868	Andalucía	BFA	2006	135.0
4869	Andalucía	BFA	2007	106.0
4870	Andalucía	BFA	2008	103.0
4871	Andalucía	BFA	2009	107.0
4872	Andalucía	BFA	2010	89.0
4873	Andalucía	BFA	2011	45.0
4874	Andalucía	BFA	2012	51.0
4875	Andalucía	BFA	2013	42.0
4876	Andalucía	BFA	2014	21.0
4877	Andalucía	BFA	2015	10.0
4878	Andalucía	BFA	2016	10.0
4879	Andalucía	BFA	2017	9.0
4880	Andalucía	CMR	1998	489.0
4881	Andalucía	CMR	1999	514.0
4882	Andalucía	CMR	2000	498.0
4883	Andalucía	CMR	2001	471.0
4884	Andalucía	CMR	2002	460.0
4885	Andalucía	CMR	2003	449.0
4886	Andalucía	CMR	2004	423.0
4887	Andalucía	CMR	2005	356.0
4888	Andalucía	CMR	2006	319.0
4889	Andalucía	CMR	2007	263.0
4890	Andalucía	CMR	2008	244.0
4891	Andalucía	CMR	2009	277.0
4892	Andalucía	CMR	2010	231.0
