	Province	Country	Year	Value
734	País Vasco	GNQ	2012	129.0
735	País Vasco	GNQ	2013	112.0
736	País Vasco	GNQ	2014	89.0
737	País Vasco	GNQ	2015	71.0
738	País Vasco	GNQ	2016	24.0
739	País Vasco	GNQ	2017	23.0
740	País Vasco	EST	1998	7.0
741	País Vasco	EST	1999	8.0
742	País Vasco	EST	2000	7.0
743	País Vasco	EST	2001	9.0
744	País Vasco	EST	2002	9.0
745	País Vasco	EST	2003	5.0
746	País Vasco	EST	2004	5.0
747	País Vasco	EST	2005	3.0
748	País Vasco	EST	2006	7.0
749	País Vasco	EST	2007	6.0
750	País Vasco	EST	2008	2.0
751	País Vasco	EST	2009	3.0
752	País Vasco	EST	2010	2.0
753	País Vasco	EST	2011	1.0
754	País Vasco	EST	2012	1.0
755	País Vasco	EST	2013	1.0
756	País Vasco	EST	2014	0.0
757	País Vasco	EST	2015	0.0
758	País Vasco	EST	2016	0.0
759	País Vasco	EST	2017	0.0
760	País Vasco	ETH	1998	7.0
761	País Vasco	ETH	1999	7.0
762	País Vasco	ETH	2000	7.0
763	País Vasco	ETH	2001	8.0
764	País Vasco	ETH	2002	8.0
765	País Vasco	ETH	2003	12.0
766	País Vasco	ETH	2004	15.0
767	País Vasco	ETH	2005	13.0
768	País Vasco	ETH	2006	8.0
769	País Vasco	ETH	2007	8.0
770	País Vasco	ETH	2008	6.0
771	País Vasco	ETH	2009	2.0
772	País Vasco	ETH	2010	1.0
773	País Vasco	ETH	2011	1.0
774	País Vasco	ETH	2012	0.0
775	País Vasco	ETH	2013	0.0
776	País Vasco	ETH	2014	0.0
777	País Vasco	ETH	2015	0.0
778	País Vasco	ETH	2016	0.0
779	País Vasco	ETH	2017	0.0
780	País Vasco	FIN	1998	24.0
781	País Vasco	FIN	1999	26.0
782	País Vasco	FIN	2000	27.0
783	País Vasco	FIN	2001	33.0
784	País Vasco	FIN	2002	35.0
785	País Vasco	FIN	2003	30.0
786	País Vasco	FIN	2004	28.0
787	País Vasco	FIN	2005	26.0
788	País Vasco	FIN	2006	22.0
789	País Vasco	FIN	2007	22.0
790	País Vasco	FIN	2008	24.0
791	País Vasco	FIN	2009	21.0
792	País Vasco	FIN	2010	16.0
793	País Vasco	FIN	2011	15.0
794	País Vasco	FIN	2012	12.0
795	País Vasco	FIN	2013	9.0
796	País Vasco	FIN	2014	8.0
797	País Vasco	FIN	2015	7.0
798	País Vasco	FIN	2016	7.0
799	País Vasco	FIN	2017	6.0
800	País Vasco	FRA	1998	963.0
801	País Vasco	FRA	1999	943.0
802	País Vasco	FRA	2000	1012.0
803	País Vasco	FRA	2001	1153.0
804	País Vasco	FRA	2002	1210.0
805	País Vasco	FRA	2003	1204.0
806	País Vasco	FRA	2004	1188.0
807	País Vasco	FRA	2005	1188.0
808	País Vasco	FRA	2006	1254.0
809	País Vasco	FRA	2007	1253.0
810	País Vasco	FRA	2008	1198.0
811	País Vasco	FRA	2009	1113.0
812	País Vasco	FRA	2010	1024.0
813	País Vasco	FRA	2011	991.0
814	País Vasco	FRA	2012	933.0
815	País Vasco	FRA	2013	864.0
816	País Vasco	FRA	2014	774.0
817	País Vasco	FRA	2015	771.0
818	País Vasco	FRA	2016	662.0
819	País Vasco	FRA	2017	529.0
820	País Vasco	GMB	1998	27.0
821	País Vasco	GMB	1999	26.0
822	País Vasco	GMB	2000	24.0
823	País Vasco	GMB	2001	17.0
824	País Vasco	GMB	2002	13.0
825	País Vasco	GMB	2003	9.0
826	País Vasco	GMB	2004	8.0
827	País Vasco	GMB	2005	6.0
828	País Vasco	GMB	2006	5.0
829	País Vasco	GMB	2007	4.0
830	País Vasco	GMB	2008	4.0
831	País Vasco	GMB	2009	2.0
832	País Vasco	GMB	2010	2.0
833	País Vasco	GMB	2011	2.0
834	País Vasco	GMB	2012	0.0
835	País Vasco	GMB	2013	0.0
836	País Vasco	GMB	2014	0.0
837	País Vasco	GMB	2015	1.0
838	País Vasco	GMB	2016	1.0
839	País Vasco	GMB	2017	1.0
840	País Vasco	GEO	1998	111.0
841	País Vasco	GEO	1999	101.0
842	País Vasco	GEO	2000	82.0
843	País Vasco	GEO	2001	71.0
844	País Vasco	GEO	2002	81.0
845	País Vasco	GEO	2003	78.0
846	País Vasco	GEO	2004	73.0
847	País Vasco	GEO	2005	58.0
848	País Vasco	GEO	2006	50.0
849	País Vasco	GEO	2007	49.0
850	País Vasco	GEO	2008	31.0
851	País Vasco	GEO	2009	23.0
852	País Vasco	GEO	2010	18.0
853	País Vasco	GEO	2011	14.0
854	País Vasco	GEO	2012	9.0
855	País Vasco	GEO	2013	8.0
856	País Vasco	GEO	2014	0.0
857	País Vasco	GEO	2015	0.0
858	País Vasco	GEO	2016	0.0
859	País Vasco	GEO	2017	0.0
860	País Vasco	DEU	1998	500.0
861	País Vasco	DEU	1999	494.0
862	País Vasco	DEU	2000	537.0
863	País Vasco	DEU	2001	589.0
864	País Vasco	DEU	2002	621.0
865	País Vasco	DEU	2003	625.0
866	País Vasco	DEU	2004	610.0
867	País Vasco	DEU	2005	610.0
868	País Vasco	DEU	2006	604.0
869	País Vasco	DEU	2007	559.0
870	País Vasco	DEU	2008	534.0
871	País Vasco	DEU	2009	501.0
872	País Vasco	DEU	2010	454.0
873	País Vasco	DEU	2011	432.0
874	País Vasco	DEU	2012	403.0
875	País Vasco	DEU	2013	378.0
876	País Vasco	DEU	2014	370.0
877	País Vasco	DEU	2015	379.0
878	País Vasco	DEU	2016	334.0
879	País Vasco	DEU	2017	291.0
880	País Vasco	GHA	1998	124.0
881	País Vasco	GHA	1999	127.0
882	País Vasco	GHA	2000	130.0
883	País Vasco	GHA	2001	115.0
884	País Vasco	GHA	2002	103.0
885	País Vasco	GHA	2003	102.0
886	País Vasco	GHA	2004	91.0
887	País Vasco	GHA	2005	87.0
888	País Vasco	GHA	2006	65.0
889	País Vasco	GHA	2007	62.0
890	País Vasco	GHA	2008	50.0
891	País Vasco	GHA	2009	43.0
892	País Vasco	GHA	2010	39.0
893	País Vasco	GHA	2011	27.0
894	País Vasco	GHA	2012	22.0
895	País Vasco	GHA	2013	13.0
896	País Vasco	GHA	2014	7.0
897	País Vasco	GHA	2015	5.0
898	País Vasco	GHA	2016	5.0
899	País Vasco	GHA	2017	3.0
900	País Vasco	GRC	1998	37.0
901	País Vasco	GRC	1999	32.0
902	País Vasco	GRC	2000	32.0
903	País Vasco	GRC	2001	35.0
904	País Vasco	GRC	2002	40.0
905	País Vasco	GRC	2003	31.0
906	País Vasco	GRC	2004	26.0
907	País Vasco	GRC	2005	23.0
908	País Vasco	GRC	2006	23.0
909	País Vasco	GRC	2007	20.0
910	País Vasco	GRC	2008	13.0
911	País Vasco	GRC	2009	7.0
912	País Vasco	GRC	2010	10.0
913	País Vasco	GRC	2011	8.0
914	País Vasco	GRC	2012	8.0
915	País Vasco	GRC	2013	8.0
916	País Vasco	GRC	2014	9.0
917	País Vasco	GRC	2015	8.0
918	País Vasco	GRC	2016	6.0
919	País Vasco	GRC	2017	6.0
920	País Vasco	CPV	1998	12.0
921	País Vasco	CPV	1999	11.0
922	País Vasco	CPV	2000	11.0
923	País Vasco	CPV	2001	13.0
924	País Vasco	CPV	2002	13.0
925	País Vasco	CPV	2003	13.0
926	País Vasco	CPV	2004	18.0
927	País Vasco	CPV	2005	19.0
928	País Vasco	CPV	2006	19.0
929	País Vasco	CPV	2007	22.0
930	País Vasco	CPV	2008	17.0
931	País Vasco	CPV	2009	19.0
932	País Vasco	CPV	2010	22.0
933	País Vasco	CPV	2011	28.0
934	País Vasco	CPV	2012	31.0
935	País Vasco	CPV	2013	30.0
936	País Vasco	CPV	2014	31.0
937	País Vasco	CPV	2015	37.0
938	País Vasco	CPV	2016	32.0
939	País Vasco	CPV	2017	29.0
940	País Vasco	GTM	1998	60.0
941	País Vasco	GTM	1999	69.0
942	País Vasco	GTM	2000	65.0
943	País Vasco	GTM	2001	67.0
944	País Vasco	GTM	2002	71.0
945	País Vasco	GTM	2003	81.0
946	País Vasco	GTM	2004	91.0
947	País Vasco	GTM	2005	79.0
948	País Vasco	GTM	2006	73.0
949	País Vasco	GTM	2007	50.0
950	País Vasco	GTM	2008	41.0
951	País Vasco	GTM	2009	32.0
952	País Vasco	GTM	2010	27.0
953	País Vasco	GTM	2011	22.0
954	País Vasco	GTM	2012	14.0
955	País Vasco	GTM	2013	10.0
956	País Vasco	GTM	2014	8.0
957	País Vasco	GTM	2015	8.0
958	País Vasco	GTM	2016	6.0
959	País Vasco	GTM	2017	5.0
960	País Vasco	GIN	1998	50.0
961	País Vasco	GIN	1999	48.0
962	País Vasco	GIN	2000	39.0
963	País Vasco	GIN	2001	36.0
964	País Vasco	GIN	2002	37.0
965	País Vasco	GIN	2003	39.0
966	País Vasco	GIN	2004	31.0
967	País Vasco	GIN	2005	24.0
968	País Vasco	GIN	2006	22.0
969	País Vasco	GIN	2007	19.0
970	País Vasco	GIN	2008	13.0
971	País Vasco	GIN	2009	12.0
972	País Vasco	GIN	2010	13.0
973	País Vasco	GIN	2011	12.0
974	País Vasco	GIN	2012	11.0
975	País Vasco	GIN	2013	11.0
976	País Vasco	GIN	2014	12.0
977	País Vasco	GIN	2015	8.0
978	País Vasco	GIN	2016	4.0
979	País Vasco	GIN	2017	1.0
980	País Vasco	GNB	1998	15.0
981	País Vasco	GNB	1999	15.0
982	País Vasco	GNB	2000	12.0
983	País Vasco	GNB	2001	16.0
984	País Vasco	GNB	2002	20.0
985	País Vasco	GNB	2003	13.0
986	País Vasco	GNB	2004	13.0
987	País Vasco	GNB	2005	9.0
988	País Vasco	GNB	2006	9.0
989	País Vasco	GNB	2007	8.0
990	País Vasco	GNB	2008	7.0
991	País Vasco	GNB	2009	6.0
992	País Vasco	GNB	2010	7.0
993	País Vasco	GNB	2011	7.0
994	País Vasco	GNB	2012	5.0
995	País Vasco	GNB	2013	7.0
996	País Vasco	GNB	2014	4.0
997	País Vasco	GNB	2015	2.0
998	País Vasco	GNB	2016	1.0
999	País Vasco	GNB	2017	0.0
1000	País Vasco	HND	1998	2631.0
1001	País Vasco	HND	1999	2312.0
1002	País Vasco	HND	2000	2088.0
1003	País Vasco	HND	2001	1866.0
1004	País Vasco	HND	2002	1728.0
1005	País Vasco	HND	2003	1503.0
1006	País Vasco	HND	2004	1206.0
1007	País Vasco	HND	2005	932.0
1008	País Vasco	HND	2006	725.0
1009	País Vasco	HND	2007	557.0
1010	País Vasco	HND	2008	280.0
1011	País Vasco	HND	2009	132.0
1012	País Vasco	HND	2010	52.0
1013	País Vasco	HND	2011	36.0
1014	País Vasco	HND	2012	17.0
1015	País Vasco	HND	2013	15.0
1016	País Vasco	HND	2014	6.0
1017	País Vasco	HND	2015	4.0
1018	País Vasco	HND	2016	4.0
1019	País Vasco	HND	2017	4.0
1020	País Vasco	HUN	1998	46.0
1021	País Vasco	HUN	1999	48.0
1022	País Vasco	HUN	2000	58.0
1023	País Vasco	HUN	2001	52.0
1024	País Vasco	HUN	2002	51.0
1025	País Vasco	HUN	2003	40.0
1026	País Vasco	HUN	2004	33.0
1027	País Vasco	HUN	2005	36.0
1028	País Vasco	HUN	2006	32.0
1029	País Vasco	HUN	2007	30.0
1030	País Vasco	HUN	2008	27.0
1031	País Vasco	HUN	2009	20.0
1032	País Vasco	HUN	2010	15.0
1033	País Vasco	HUN	2011	13.0
1034	País Vasco	HUN	2012	13.0
1035	País Vasco	HUN	2013	14.0
1036	País Vasco	HUN	2014	14.0
1037	País Vasco	HUN	2015	13.0
1038	País Vasco	HUN	2016	8.0
1039	País Vasco	HUN	2017	7.0
1040	País Vasco	ISL	1998	3.0
1041	País Vasco	ISL	1999	3.0
1042	País Vasco	ISL	2000	3.0
1043	País Vasco	ISL	2001	1.0
1044	País Vasco	ISL	2002	2.0
1045	País Vasco	ISL	2003	4.0
1046	País Vasco	ISL	2004	2.0
1047	País Vasco	ISL	2005	1.0
1048	País Vasco	ISL	2006	2.0
1049	País Vasco	ISL	2007	2.0
1050	País Vasco	ISL	2008	2.0
1051	País Vasco	ISL	2009	7.0
1052	País Vasco	ISL	2010	7.0
1053	País Vasco	ISL	2011	7.0
1054	País Vasco	ISL	2012	6.0
1055	País Vasco	ISL	2013	1.0
1056	País Vasco	ISL	2014	1.0
1057	País Vasco	ISL	2015	1.0
1058	País Vasco	ISL	2016	1.0
1059	País Vasco	ISL	2017	1.0
1060	País Vasco	IND	1998	84.0
1061	País Vasco	IND	1999	84.0
1062	País Vasco	IND	2000	86.0
1063	País Vasco	IND	2001	78.0
1064	País Vasco	IND	2002	73.0
1065	País Vasco	IND	2003	77.0
1066	País Vasco	IND	2004	79.0
1067	País Vasco	IND	2005	72.0
1068	País Vasco	IND	2006	65.0
1069	País Vasco	IND	2007	43.0
1070	País Vasco	IND	2008	34.0
1071	País Vasco	IND	2009	35.0
1072	País Vasco	IND	2010	34.0
1073	País Vasco	IND	2011	29.0
1074	País Vasco	IND	2012	28.0
1075	País Vasco	IND	2013	27.0
1076	País Vasco	IND	2014	23.0
1077	País Vasco	IND	2015	16.0
1078	País Vasco	IND	2016	14.0
1079	País Vasco	IND	2017	13.0
1080	País Vasco	IDN	1998	16.0
1081	País Vasco	IDN	1999	14.0
1082	País Vasco	IDN	2000	16.0
1083	País Vasco	IDN	2001	14.0
1084	País Vasco	IDN	2002	12.0
1085	País Vasco	IDN	2003	13.0
1086	País Vasco	IDN	2004	11.0
1087	País Vasco	IDN	2005	11.0
1088	País Vasco	IDN	2006	8.0
1089	País Vasco	IDN	2007	8.0
1090	País Vasco	IDN	2008	5.0
1091	País Vasco	IDN	2009	5.0
1092	País Vasco	IDN	2010	2.0
1093	País Vasco	IDN	2011	3.0
1094	País Vasco	IDN	2012	3.0
1095	País Vasco	IDN	2013	3.0
1096	País Vasco	IDN	2014	2.0
1097	País Vasco	IDN	2015	1.0
1098	País Vasco	IDN	2016	2.0
1099	País Vasco	IDN	2017	3.0
1100	País Vasco	IRN	1998	24.0
1101	País Vasco	IRN	1999	22.0
1102	País Vasco	IRN	2000	17.0
1103	País Vasco	IRN	2001	15.0
1104	País Vasco	IRN	2002	14.0
1105	País Vasco	IRN	2003	14.0
1106	País Vasco	IRN	2004	9.0
1107	País Vasco	IRN	2005	4.0
1108	País Vasco	IRN	2006	9.0
1109	País Vasco	IRN	2007	8.0
1110	País Vasco	IRN	2008	8.0
1111	País Vasco	IRN	2009	2.0
1112	País Vasco	IRN	2010	2.0
1113	País Vasco	IRN	2011	2.0
1114	País Vasco	IRN	2012	2.0
1115	País Vasco	IRN	2013	1.0
1116	País Vasco	IRN	2014	0.0
1117	País Vasco	IRN	2015	0.0
1118	País Vasco	IRN	2016	0.0
1119	País Vasco	IRN	2017	0.0
1120	País Vasco	IRQ	1998	1.0
1121	País Vasco	IRQ	1999	1.0
1122	País Vasco	IRQ	2000	1.0
1123	País Vasco	IRQ	2001	1.0
1124	País Vasco	IRQ	2002	1.0
1125	País Vasco	IRQ	2003	1.0
1126	País Vasco	IRQ	2004	1.0
1127	País Vasco	IRQ	2005	1.0
1128	País Vasco	IRQ	2006	1.0
1129	País Vasco	IRQ	2007	1.0
1130	País Vasco	IRQ	2008	1.0
1131	País Vasco	IRQ	2009	3.0
1132	País Vasco	IRQ	2010	4.0
1133	País Vasco	IRQ	2011	4.0
1134	País Vasco	IRQ	2012	4.0
1135	País Vasco	IRQ	2013	4.0
1136	País Vasco	IRQ	2014	2.0
1137	País Vasco	IRQ	2015	0.0
1138	País Vasco	IRQ	2016	0.0
1139	País Vasco	IRQ	2017	0.0
1140	País Vasco	IRL	1998	129.0
1141	País Vasco	IRL	1999	123.0
1142	País Vasco	IRL	2000	137.0
1143	País Vasco	IRL	2001	130.0
1144	País Vasco	IRL	2002	140.0
1145	País Vasco	IRL	2003	136.0
1146	País Vasco	IRL	2004	130.0
1147	País Vasco	IRL	2005	129.0
1148	País Vasco	IRL	2006	137.0
1149	País Vasco	IRL	2007	137.0
1150	País Vasco	IRL	2008	127.0
1151	País Vasco	IRL	2009	115.0
1152	País Vasco	IRL	2010	108.0
1153	País Vasco	IRL	2011	99.0
1154	País Vasco	IRL	2012	99.0
1155	País Vasco	IRL	2013	93.0
1156	País Vasco	IRL	2014	75.0
1157	País Vasco	IRL	2015	70.0
1158	País Vasco	IRL	2016	66.0
1159	País Vasco	IRL	2017	42.0
1160	País Vasco	ISR	1998	14.0
1161	País Vasco	ISR	1999	11.0
1162	País Vasco	ISR	2000	10.0
1163	País Vasco	ISR	2001	14.0
1164	País Vasco	ISR	2002	16.0
1165	País Vasco	ISR	2003	13.0
1166	País Vasco	ISR	2004	10.0
1167	País Vasco	ISR	2005	7.0
1168	País Vasco	ISR	2006	11.0
1169	País Vasco	ISR	2007	8.0
1170	País Vasco	ISR	2008	5.0
1171	País Vasco	ISR	2009	3.0
1172	País Vasco	ISR	2010	2.0
1173	País Vasco	ISR	2011	1.0
1174	País Vasco	ISR	2012	1.0
1175	País Vasco	ISR	2013	1.0
1176	País Vasco	ISR	2014	2.0
1177	País Vasco	ISR	2015	2.0
1178	País Vasco	ISR	2016	1.0
1179	País Vasco	ISR	2017	2.0
1180	País Vasco	ITA	1998	1039.0
1181	País Vasco	ITA	1999	994.0
1182	País Vasco	ITA	2000	1011.0
1183	País Vasco	ITA	2001	1018.0
1184	País Vasco	ITA	2002	1063.0
1185	País Vasco	ITA	2003	1072.0
1186	País Vasco	ITA	2004	1043.0
1187	País Vasco	ITA	2005	991.0
1188	País Vasco	ITA	2006	914.0
1189	País Vasco	ITA	2007	782.0
1190	País Vasco	ITA	2008	657.0
1191	País Vasco	ITA	2009	573.0
1192	País Vasco	ITA	2010	489.0
1193	País Vasco	ITA	2011	401.0
1194	País Vasco	ITA	2012	329.0
1195	País Vasco	ITA	2013	270.0
1196	País Vasco	ITA	2014	245.0
1197	País Vasco	ITA	2015	230.0
1198	País Vasco	ITA	2016	191.0
1199	País Vasco	ITA	2017	152.0
1200	País Vasco	CIV	1998	38.0
1201	País Vasco	CIV	1999	31.0
1202	País Vasco	CIV	2000	31.0
1203	País Vasco	CIV	2001	30.0
1204	País Vasco	CIV	2002	20.0
1205	País Vasco	CIV	2003	19.0
1206	País Vasco	CIV	2004	18.0
1207	País Vasco	CIV	2005	18.0
1208	País Vasco	CIV	2006	8.0
1209	País Vasco	CIV	2007	9.0
1210	País Vasco	CIV	2008	10.0
1211	País Vasco	CIV	2009	4.0
1212	País Vasco	CIV	2010	6.0
1213	País Vasco	CIV	2011	7.0
1214	País Vasco	CIV	2012	8.0
1215	País Vasco	CIV	2013	6.0
1216	País Vasco	CIV	2014	6.0
1217	País Vasco	CIV	2015	4.0
1218	País Vasco	CIV	2016	3.0
1219	País Vasco	CIV	2017	3.0
1220	País Vasco	JPN	1998	72.0
1221	País Vasco	JPN	1999	73.0
1222	País Vasco	JPN	2000	67.0
1223	País Vasco	JPN	2001	72.0
1224	País Vasco	JPN	2002	75.0
1225	País Vasco	JPN	2003	64.0
1226	País Vasco	JPN	2004	62.0
1227	País Vasco	JPN	2005	71.0
1228	País Vasco	JPN	2006	68.0
1229	País Vasco	JPN	2007	53.0
1230	País Vasco	JPN	2008	49.0
1231	País Vasco	JPN	2009	69.0
1232	País Vasco	JPN	2010	65.0
1233	País Vasco	JPN	2011	58.0
1234	País Vasco	JPN	2012	51.0
1235	País Vasco	JPN	2013	46.0
1236	País Vasco	JPN	2014	37.0
1237	País Vasco	JPN	2015	33.0
1238	País Vasco	JPN	2016	29.0
1239	País Vasco	JPN	2017	23.0
1240	País Vasco	JOR	1998	3.0
1241	País Vasco	JOR	1999	3.0
1242	País Vasco	JOR	2000	11.0
1243	País Vasco	JOR	2001	9.0
1244	País Vasco	JOR	2002	9.0
1245	País Vasco	JOR	2003	9.0
1246	País Vasco	JOR	2004	1.0
1247	País Vasco	JOR	2005	1.0
1248	País Vasco	JOR	2006	1.0
1249	País Vasco	JOR	2007	1.0
1250	País Vasco	JOR	2008	3.0
1251	País Vasco	JOR	2009	4.0
1252	País Vasco	JOR	2010	7.0
1253	País Vasco	JOR	2011	7.0
1254	País Vasco	JOR	2012	6.0
1255	País Vasco	JOR	2013	6.0
1256	País Vasco	JOR	2014	5.0
1257	País Vasco	JOR	2015	4.0
1258	País Vasco	JOR	2016	4.0
1259	País Vasco	JOR	2017	2.0
1260	País Vasco	KAZ	1998	4.0
1261	País Vasco	KAZ	1999	6.0
1262	País Vasco	KAZ	2000	6.0
1263	País Vasco	KAZ	2001	1.0
1264	País Vasco	KAZ	2002	2.0
1265	País Vasco	KAZ	2003	3.0
1266	País Vasco	KAZ	2004	5.0
1267	País Vasco	KAZ	2005	5.0
1268	País Vasco	KAZ	2006	3.0
1269	País Vasco	KAZ	2007	3.0
1270	País Vasco	KAZ	2008	1.0
1271	País Vasco	KAZ	2009	3.0
1272	País Vasco	KAZ	2010	1.0
1273	País Vasco	KAZ	2011	1.0
1274	País Vasco	KAZ	2012	0.0
1275	País Vasco	KAZ	2013	0.0
1276	País Vasco	KAZ	2014	0.0
1277	País Vasco	KAZ	2015	0.0
1278	País Vasco	KAZ	2016	0.0
1279	País Vasco	KAZ	2017	0.0
1280	País Vasco	KEN	1998	9.0
1281	País Vasco	KEN	1999	7.0
1282	País Vasco	KEN	2000	9.0
1283	País Vasco	KEN	2001	10.0
1284	País Vasco	KEN	2002	13.0
1285	País Vasco	KEN	2003	13.0
1286	País Vasco	KEN	2004	6.0
1287	País Vasco	KEN	2005	2.0
1288	País Vasco	KEN	2006	3.0
1289	País Vasco	KEN	2007	4.0
1290	País Vasco	KEN	2008	4.0
1291	País Vasco	KEN	2009	2.0
1292	País Vasco	KEN	2010	2.0
1293	País Vasco	KEN	2011	2.0
1294	País Vasco	KEN	2012	1.0
1295	País Vasco	KEN	2013	1.0
1296	País Vasco	KEN	2014	1.0
1297	País Vasco	KEN	2015	0.0
1298	País Vasco	KEN	2016	0.0
1299	País Vasco	KEN	2017	1.0
1300	País Vasco	LVA	1998	69.0
1301	País Vasco	LVA	1999	59.0
1302	País Vasco	LVA	2000	57.0
1303	País Vasco	LVA	2001	55.0
1304	País Vasco	LVA	2002	67.0
1305	País Vasco	LVA	2003	67.0
1306	País Vasco	LVA	2004	62.0
1307	País Vasco	LVA	2005	66.0
1308	País Vasco	LVA	2006	60.0
1309	País Vasco	LVA	2007	66.0
1310	País Vasco	LVA	2008	61.0
1311	País Vasco	LVA	2009	50.0
1312	País Vasco	LVA	2010	40.0
1313	País Vasco	LVA	2011	40.0
1314	País Vasco	LVA	2012	34.0
1315	País Vasco	LVA	2013	16.0
1316	País Vasco	LVA	2014	0.0
1317	País Vasco	LVA	2015	0.0
1318	País Vasco	LVA	2016	0.0
1319	País Vasco	LVA	2017	0.0
1320	País Vasco	LBN	1998	5.0
1321	País Vasco	LBN	1999	9.0
1322	País Vasco	LBN	2000	11.0
1323	País Vasco	LBN	2001	11.0
1324	País Vasco	LBN	2002	11.0
1325	País Vasco	LBN	2003	7.0
1326	País Vasco	LBN	2004	10.0
1327	País Vasco	LBN	2005	11.0
1328	País Vasco	LBN	2006	11.0
1329	País Vasco	LBN	2007	12.0
1330	País Vasco	LBN	2008	14.0
1331	País Vasco	LBN	2009	18.0
1332	País Vasco	LBN	2010	15.0
1333	País Vasco	LBN	2011	14.0
1334	País Vasco	LBN	2012	14.0
1335	País Vasco	LBN	2013	11.0
1336	País Vasco	LBN	2014	7.0
1337	País Vasco	LBN	2015	4.0
1338	País Vasco	LBN	2016	4.0
1339	País Vasco	LBN	2017	4.0
1340	País Vasco	LBR	1998	8.0
1341	País Vasco	LBR	1999	8.0
1342	País Vasco	LBR	2000	7.0
1343	País Vasco	LBR	2001	8.0
1344	País Vasco	LBR	2002	5.0
1345	País Vasco	LBR	2003	5.0
1346	País Vasco	LBR	2004	7.0
1347	País Vasco	LBR	2005	5.0
1348	País Vasco	LBR	2006	3.0
1349	País Vasco	LBR	2007	3.0
1350	País Vasco	LBR	2008	3.0
1351	País Vasco	LBR	2009	4.0
1352	País Vasco	LBR	2010	6.0
1353	País Vasco	LBR	2011	5.0
1354	País Vasco	LBR	2012	7.0
1355	País Vasco	LBR	2013	8.0
1356	País Vasco	LBR	2014	8.0
1357	País Vasco	LBR	2015	7.0
1358	País Vasco	LBR	2016	1.0
1359	País Vasco	LBR	2017	1.0
1360	País Vasco	LIE	1998	0.0
1361	País Vasco	LIE	1999	0.0
1362	País Vasco	LIE	2000	0.0
1363	País Vasco	LIE	2001	0.0
1364	País Vasco	LIE	2002	1.0
1365	País Vasco	LIE	2003	0.0
1366	País Vasco	LIE	2004	0.0
1367	País Vasco	LIE	2005	0.0
1368	País Vasco	LIE	2006	0.0
1369	País Vasco	LIE	2007	0.0
1370	País Vasco	LIE	2008	0.0
1371	País Vasco	LIE	2009	0.0
1372	País Vasco	LIE	2010	0.0
1373	País Vasco	LIE	2011	0.0
1374	País Vasco	LIE	2012	0.0
1375	País Vasco	LIE	2013	0.0
1376	País Vasco	LIE	2014	0.0
1377	País Vasco	LIE	2015	0.0
1378	País Vasco	LIE	2016	0.0
1379	País Vasco	LIE	2017	0.0
1380	País Vasco	LTU	1998	27.0
1381	País Vasco	LTU	1999	20.0
1382	País Vasco	LTU	2000	16.0
1383	País Vasco	LTU	2001	15.0
1384	País Vasco	LTU	2002	17.0
1385	País Vasco	LTU	2003	17.0
1386	País Vasco	LTU	2004	20.0
1387	País Vasco	LTU	2005	19.0
1388	País Vasco	LTU	2006	17.0
1389	País Vasco	LTU	2007	24.0
1390	País Vasco	LTU	2008	25.0
1391	País Vasco	LTU	2009	17.0
1392	País Vasco	LTU	2010	11.0
1393	País Vasco	LTU	2011	7.0
1394	País Vasco	LTU	2012	7.0
1395	País Vasco	LTU	2013	6.0
1396	País Vasco	LTU	2014	4.0
1397	País Vasco	LTU	2015	1.0
1398	País Vasco	LTU	2016	1.0
1399	País Vasco	LTU	2017	1.0
1400	País Vasco	LUX	1998	0.0
1401	País Vasco	LUX	1999	0.0
1402	País Vasco	LUX	2000	1.0
1403	País Vasco	LUX	2001	0.0
1404	País Vasco	LUX	2002	0.0
1405	País Vasco	LUX	2003	0.0
1406	País Vasco	LUX	2004	0.0
1407	País Vasco	LUX	2005	0.0
1408	País Vasco	LUX	2006	0.0
1409	País Vasco	LUX	2007	0.0
1410	País Vasco	LUX	2008	0.0
1411	País Vasco	LUX	2009	0.0
1412	País Vasco	LUX	2010	0.0
1413	País Vasco	LUX	2011	0.0
1414	País Vasco	LUX	2012	0.0
1415	País Vasco	LUX	2013	0.0
1416	País Vasco	LUX	2014	0.0
1417	País Vasco	LUX	2015	0.0
1418	País Vasco	LUX	2016	0.0
1419	País Vasco	LUX	2017	0.0
1420	País Vasco	MKD	1998	7.0
1421	País Vasco	MKD	1999	7.0
1422	País Vasco	MKD	2000	6.0
1423	País Vasco	MKD	2001	6.0
1424	País Vasco	MKD	2002	5.0
1425	País Vasco	MKD	2003	5.0
1426	País Vasco	MKD	2004	5.0
1427	País Vasco	MKD	2005	5.0
1428	País Vasco	MKD	2006	0.0
1429	País Vasco	MKD	2007	0.0
1430	País Vasco	MKD	2008	0.0
1431	País Vasco	MKD	2009	0.0
1432	País Vasco	MKD	2010	0.0
1433	País Vasco	MKD	2011	0.0
1434	País Vasco	MKD	2012	0.0
1435	País Vasco	MKD	2013	0.0
1436	País Vasco	MKD	2014	0.0
1437	País Vasco	MKD	2015	0.0
1438	País Vasco	MKD	2016	0.0
1439	País Vasco	MKD	2017	0.0
1440	País Vasco	MLI	1998	137.0
1441	País Vasco	MLI	1999	141.0
1442	País Vasco	MLI	2000	129.0
1443	País Vasco	MLI	2001	95.0
1444	País Vasco	MLI	2002	89.0
1445	País Vasco	MLI	2003	76.0
