Data from series

IPC Andalucía VALOR.
Series	IPC208892
Periodicity	Mensual
Unit	Índice
DATA
PERIOD	VALUE	DATA TYPE	NOTE
2011M12	99,635	Definitivo	
2011M11	99,578	Definitivo	
2011M10	99,446	Definitivo	
2011M09	98,398	Definitivo	
2011M08	97,763	Definitivo	
2011M07	97,568	Definitivo	
2011M06	98,837	Definitivo	
2011M05	98,982	Definitivo	
2011M04	98,968	Definitivo	
2011M03	97,521	Definitivo	
2011M02	96,484	Definitivo	
2011M01	96,436	Definitivo	
2010M12	97,708	Definitivo	
2010M11	97,072	Definitivo	
2010M10	96,753	Definitivo	
2010M09	95,882	Definitivo	
2010M08	95,479	Definitivo	
2010M07	95,267	Definitivo	
2010M06	96,818	Definitivo	
2010M05	96,693	Definitivo	
2010M04	96,567	Definitivo	
2010M03	95,398	Definitivo	
2010M02	94,288	Definitivo	
2010M01	94,375	Definitivo	
2009M12	95,861	Definitivo	
2009M11	95,707	Definitivo	
2009M10	95,533	Definitivo	
2009M09	94,669	Definitivo	
2009M08	93,869	Definitivo	
2009M07	93,601	Definitivo	
2009M06	95,043	Definitivo	
2009M05	95,014	Definitivo	
2009M04	95,225	Definitivo	
2009M03	94,072	Definitivo	
2009M02	93,105	Definitivo	
2009M01	93,108	Definitivo	
2008M12	94,569	Definitivo	
2008M11	94,693	Definitivo	
2008M10	95,065	Definitivo	
2008M09	94,491	Definitivo	
2008M08	94,073	Definitivo	
2008M07	94,078	Definitivo	
2008M06	95,373	Definitivo	
2008M05	94,926	Definitivo	
2008M04	94,523	Definitivo	
2008M03	93,075	Definitivo	
2008M02	91,900	Definitivo	
2008M01	91,966	Definitivo	
2007M12	92,649	Definitivo	
2007M11	92,267	Definitivo	
2007M10	91,852	Definitivo	
2007M09	90,591	Definitivo	
2007M08	89,917	Definitivo	
2007M07	89,740	Definitivo	
2007M06	91,272	Definitivo	
2007M05	91,109	Definitivo	
2007M04	90,938	Definitivo	
2007M03	89,538	Definitivo	
2007M02	88,659	Definitivo	
2007M01	88,975	Definitivo	
2006M12	89,933	Definitivo	
2006M11	89,667	Definitivo	
2006M10	89,607	Definitivo	
2006M09	89,152	Definitivo	
2006M08	88,730	Definitivo	
2006M07	88,609	Definitivo	
2006M06	89,978	Definitivo	
2006M05	89,830	Definitivo	
2006M04	89,487	Definitivo	
2006M03	87,801	Definitivo	
2006M02	87,111	Definitivo	
2006M01	86,982	Definitivo	
2005M12	87,806	Definitivo	
2005M11	87,923	Definitivo	
2005M10	87,616	Definitivo	
2005M09	86,495	Definitivo	
2005M08	85,606	Definitivo	
2005M07	85,514	Definitivo	
2005M06	86,737	Definitivo	
2005M05	86,581	Definitivo	
2005M04	86,520	Definitivo	
2005M03	84,803	Definitivo	
2005M02	84,039	Definitivo	
2005M01	83,867	Definitivo	
2004M12	85,118	Definitivo	
2004M11	85,142	Definitivo	
2004M10	85,094	Definitivo	
2004M09	84,235	Definitivo	
2004M08	83,896	Definitivo	
2004M07	83,596	Definitivo	
2004M06	85,155	Definitivo	
2004M05	85,028	Definitivo	
2004M04	84,200	Definitivo	
2004M03	82,586	Definitivo	
2004M02	81,919	Definitivo	
2004M01	81,845	Definitivo	
2003M12	82,887	Definitivo	
2003M11	82,725	Definitivo	
2003M10	82,250	Definitivo	
2003M09	81,331	Definitivo	
2003M08	80,502	Definitivo	
2003M07	80,128	Definitivo	
2003M06	81,648	Definitivo	
2003M05	81,566	Definitivo	
2003M04	81,475	Definitivo	
2003M03	80,268	Definitivo	
2003M02	79,563	Definitivo	
2003M01	79,410	Definitivo	
2002M12	79,881	Definitivo	
2002M11	79,497	Definitivo	
2002M10	79,480	Definitivo	
2002M09	78,441	Definitivo	
2002M08	77,932	Definitivo	
2002M07	77,758	Definitivo	
2002M06	79,187	Definitivo	
2002M05	79,047	Definitivo	
2002M04	78,520	Definitivo	
2002M03	77,573	Definitivo	
2002M02	76,770	Definitivo	
2002M01	76,672	Definitivo	

IPC Melilla VALOR.
Series	IPC208658
Periodicity	Mensual
Unit	Índice
DATA
PERIOD	VALUE	DATA TYPE	NOTE
2018M04	103,198	Definitivo	
2018M03	102,222	Definitivo	
2018M02	101,770	Definitivo	
2018M01	101,797	Definitivo	
2017M12	103,716	Definitivo	
2017M11	103,531	Definitivo	
2017M10	103,134	Definitivo	
2017M09	101,989	Definitivo	
2017M08	101,313	Definitivo	
2017M07	101,190	Definitivo	
2017M06	102,426	Definitivo	
2017M05	102,437	Definitivo	
2017M04	102,413	Definitivo	
2017M03	101,372	Definitivo	
2017M02	100,688	Definitivo	
2017M01	101,192	Definitivo	
2016M12	102,320	Definitivo	
2016M11	101,641	Definitivo	
2016M10	101,224	Definitivo	
2016M09	99,947	Definitivo	
2016M08	99,352	Definitivo	
2016M07	99,328	Definitivo	
2016M06	100,709	Definitivo	
2016M05	100,361	Definitivo	
2016M04	99,888	Definitivo	
2016M03	99,027	Definitivo	
2016M02	97,816	Definitivo	
2016M01	98,389	Definitivo	
2015M12	100,899	Definitivo	
2015M11	100,931	Definitivo	
2015M10	100,669	Definitivo	
2015M09	99,884	Definitivo	
2015M08	99,585	Definitivo	
2015M07	99,630	Definitivo	
2015M06	101,044	Definitivo	
2015M05	100,681	Definitivo	
2015M04	100,426	Definitivo	
2015M03	99,526	Definitivo	
2015M02	98,612	Definitivo	
2015M01	99,079	Definitivo	
2014M12	101,224	Definitivo	
2014M11	101,345	Definitivo	
2014M10	101,327	Definitivo	
2014M09	100,572	Definitivo	
2014M08	99,885	Definitivo	
2014M07	99,680	Definitivo	
2014M06	101,260	Definitivo	
2014M05	101,404	Definitivo	
2014M04	101,224	Definitivo	
2014M03	100,224	Definitivo	
2014M02	99,580	Definitivo	
2014M01	99,746	Definitivo	
2013M12	101,849	Definitivo	
2013M11	101,622	Definitivo	
2013M10	101,459	Definitivo	
2013M09	101,023	Definitivo	
2013M08	100,460	Definitivo	
2013M07	100,258	Definitivo	
2013M06	101,725	Definitivo	
2013M05	101,608	Definitivo	
2013M04	101,452	Definitivo	
2013M03	100,994	Definitivo	
2013M02	100,182	Definitivo	
2013M01	99,981	Definitivo	
2012M12	102,224	Definitivo	
2012M11	102,193	Definitivo	
2012M10	102,521	Definitivo	
2012M09	101,714	Definitivo	
2012M08	100,672	Definitivo	
2012M07	100,090	Definitivo	
2012M06	101,044	Definitivo	
2012M05	101,253	Definitivo	
2012M04	101,451	Definitivo	
2012M03	100,067	Definitivo	
2012M02	98,979	Definitivo	
2012M01	98,904	Definitivo	
2011M12	100,593	Definitivo	
2011M11	100,599	Definitivo	
2011M10	100,351	Definitivo	
2011M09	99,436	Definitivo	
2011M08	98,818	Definitivo	
2011M07	98,647	Definitivo	
2011M06	99,665	Definitivo	
2011M05	99,802	Definitivo	
2011M04	99,702	Definitivo	
2011M03	98,619	Definitivo	
2011M02	97,513	Definitivo	
2011M01	97,706	Definitivo	
2010M12	99,078	Definitivo	
2010M11	98,504	Definitivo	
2010M10	98,189	Definitivo	
2010M09	97,148	Definitivo	
2010M08	96,414	Definitivo	
2010M07	96,352	Definitivo	
2010M06	97,693	Definitivo	
2010M05	97,705	Definitivo	
2010M04	97,390	Definitivo	
2010M03	96,339	Definitivo	
2010M02	94,834	Definitivo	
2010M01	94,979	Definitivo	
2009M12	96,741	Definitivo	
2009M11	96,625	Definitivo	
2009M10	96,203	Definitivo	
2009M09	95,366	Definitivo	
2009M08	94,670	Definitivo	
2009M07	94,286	Definitivo	
2009M06	95,372	Definitivo	
2009M05	95,276	Definitivo	
2009M04	95,182	Definitivo	
2009M03	94,302	Definitivo	
2009M02	93,290	Definitivo	
2009M01	93,321	Definitivo	
2008M12	95,514	Definitivo	
2008M11	95,896	Definitivo	
2008M10	96,311	Definitivo	
2008M09	95,666	Definitivo	
2008M08	95,015	Definitivo	
2008M07	95,191	Definitivo	
2008M06	96,111	Definitivo	
2008M05	95,501	Definitivo	
2008M04	94,899	Definitivo	
2008M03	94,032	Definitivo	
2008M02	92,762	Definitivo	
2008M01	92,554	Definitivo	
2007M12	93,849	Definitivo	
2007M11	93,361	Definitivo	
2007M10	92,794	Definitivo	
2007M09	91,412	Definitivo	
2007M08	90,646	Definitivo	
2007M07	90,533	Definitivo	
2007M06	91,796	Definitivo	
2007M05	91,646	Definitivo	
2007M04	91,345	Definitivo	
2007M03	90,352	Definitivo	
2007M02	89,330	Definitivo	
2007M01	89,455	Definitivo	
2006M12	90,453	Definitivo	
2006M11	90,197	Definitivo	
2006M10	90,086	Definitivo	
2006M09	89,655	Definitivo	
2006M08	89,086	Definitivo	
2006M07	88,655	Definitivo	
2006M06	89,644	Definitivo	
2006M05	89,438	Definitivo	
2006M04	89,003	Definitivo	
2006M03	87,842	Definitivo	
2006M02	86,951	Definitivo	
2006M01	86,649	Definitivo	
2005M12	87,876	Definitivo	
2005M11	87,761	Definitivo	
2005M10	87,179	Definitivo	
2005M09	85,636	Definitivo	
2005M08	84,760	Definitivo	
2005M07	84,238	Definitivo	
2005M06	85,223	Definitivo	
2005M05	85,124	Definitivo	
2005M04	85,031	Definitivo	
2005M03	83,922	Definitivo	
2005M02	83,072	Definitivo	
2005M01	82,852	Definitivo	
2004M12	84,233	Definitivo	
2004M11	84,241	Definitivo	
2004M10	84,153	Definitivo	
2004M09	83,241	Definitivo	
2004M08	82,880	Definitivo	
2004M07	82,395	Definitivo	
2004M06	83,534	Definitivo	
2004M05	83,475	Definitivo	
2004M04	82,788	Definitivo	
2004M03	81,328	Definitivo	
2004M02	80,362	Definitivo	
2004M01	79,883	Definitivo	
2003M12	80,816	Definitivo	
2003M11	80,575	Definitivo	
2003M10	80,282	Definitivo	
2003M09	79,650	Definitivo	
2003M08	79,221	Definitivo	
2003M07	78,874	Definitivo	
2003M06	80,082	Definitivo	
2003M05	79,988	Definitivo	
2003M04	79,847	Definitivo	
2003M03	79,197	Definitivo	
2003M02	78,115	Definitivo	
2003M01	77,836	Definitivo	
2002M12	78,165	Definitivo	
2002M11	77,866	Definitivo	
2002M10	77,617	Definitivo	
2002M09	77,413	Definitivo	
2002M08	76,639	Definitivo	
2002M07	76,523	Definitivo	
2002M06	77,730	Definitivo	
2002M05	77,763	Definitivo	
2002M04	77,285	Definitivo	
2002M03	76,233	Definitivo	
2002M02	74,987	Definitivo	
2002M01	74,992	Definitivo	

Data item: .. Data not available
Data item: - Protected by statistical secrecy
