Data from series

IPC Andalucía VALOR.
Series	IPC208892
Periodicity	Mensual
Unit	Índice
DATA
PERIOD	VALUE	DATA TYPE	NOTE
2006M06	85,083	Definitivo	
2006M05	84,877	Definitivo	
2006M04	84,545	Definitivo	
2006M03	83,389	Definitivo	
2006M02	82,911	Definitivo	
2006M01	82,988	Definitivo	
2005M12	83,234	Definitivo	
2005M11	82,960	Definitivo	
2005M10	82,806	Definitivo	
2005M09	82,149	Definitivo	
2005M08	81,680	Definitivo	
2005M07	81,319	Definitivo	
2005M06	81,733	Definitivo	
2005M05	81,499	Definitivo	
2005M04	81,301	Definitivo	
2005M03	80,150	Definitivo	
2005M02	79,497	Definitivo	
2005M01	79,347	Definitivo	
2004M12	79,813	Definitivo	
2004M11	79,794	Definitivo	
2004M10	79,580	Definitivo	
2004M09	78,780	Definitivo	
2004M08	78,714	Definitivo	
2004M07	78,263	Definitivo	
2004M06	78,794	Definitivo	
2004M05	78,631	Definitivo	
2004M04	78,171	Definitivo	
2004M03	77,098	Definitivo	
2004M02	76,593	Definitivo	
2004M01	76,587	Definitivo	
2003M12	77,033	Definitivo	
2003M11	76,782	Definitivo	
2003M10	76,554	Definitivo	
2003M09	75,978	Definitivo	
2003M08	75,794	Definitivo	
2003M07	75,371	Definitivo	
2003M06	75,802	Definitivo	
2003M05	75,701	Definitivo	
2003M04	75,832	Definitivo	
2003M03	75,205	Definitivo	
2003M02	74,683	Definitivo	
2003M01	74,504	Definitivo	
2002M12	74,722	Definitivo	
2002M11	74,312	Definitivo	
2002M10	74,235	Definitivo	
2002M09	73,480	Definitivo	
2002M08	73,226	Definitivo	
2002M07	72,997	Definitivo	
2002M06	73,493	Definitivo	
2002M05	73,391	Definitivo	
2002M04	73,135	Definitivo	
2002M03	72,178	Definitivo	
2002M02	71,590	Definitivo	
2002M01	71,587	Definitivo	

IPC Comunitat Valenciana VALOR.
Series	IPC208775
Periodicity	Mensual
Unit	Índice
DATA
PERIOD	VALUE	DATA TYPE	NOTE
2018M04	103,159	Definitivo	
2018M03	102,207	Definitivo	
2018M02	102,139	Definitivo	
2018M01	101,940	Definitivo	
2017M12	103,094	Definitivo	
2017M11	103,069	Definitivo	
2017M10	102,578	Definitivo	
2017M09	101,583	Definitivo	
2017M08	101,572	Definitivo	
2017M07	101,356	Definitivo	
2017M06	102,100	Definitivo	
2017M05	102,058	Definitivo	
2017M04	102,005	Definitivo	
2017M03	100,934	Definitivo	
2017M02	101,009	Definitivo	
2017M01	101,514	Definitivo	
2016M12	101,929	Definitivo	
2016M11	101,334	Definitivo	
2016M10	100,962	Definitivo	
2016M09	99,811	Definitivo	
2016M08	100,056	Definitivo	
2016M07	99,865	Definitivo	
2016M06	100,675	Definitivo	
2016M05	100,250	Definitivo	
2016M04	99,624	Definitivo	
2016M03	98,778	Definitivo	
2016M02	98,197	Definitivo	
2016M01	98,520	Definitivo	
2015M12	100,643	Definitivo	
2015M11	100,960	Definitivo	
2015M10	100,600	Definitivo	
2015M09	99,959	Definitivo	
2015M08	100,391	Definitivo	
2015M07	100,711	Definitivo	
2015M06	101,725	Definitivo	
2015M05	101,456	Definitivo	
2015M04	100,954	Definitivo	
2015M03	99,867	Definitivo	
2015M02	99,254	Definitivo	
2015M01	98,972	Definitivo	
2014M12	100,444	Definitivo	
2014M11	101,103	Definitivo	
2014M10	101,128	Definitivo	
2014M09	100,734	Definitivo	
2014M08	100,668	Definitivo	
2014M07	100,450	Definitivo	
2014M06	101,509	Definitivo	
2014M05	101,565	Definitivo	
2014M04	101,482	Definitivo	
2014M03	100,454	Definitivo	
2014M02	100,268	Definitivo	
2014M01	100,358	Definitivo	
2013M12	101,668	Definitivo	
2013M11	101,566	Definitivo	
2013M10	101,362	Definitivo	
2013M09	100,954	Definitivo	
2013M08	101,281	Definitivo	
2013M07	100,837	Definitivo	
2013M06	101,490	Definitivo	
2013M05	101,408	Definitivo	
2013M04	101,180	Definitivo	
2013M03	100,737	Definitivo	
2013M02	100,469	Definitivo	
2013M01	100,230	Definitivo	
2012M12	101,451	Definitivo	
2012M11	101,438	Definitivo	
2012M10	101,533	Definitivo	
2012M09	100,726	Definitivo	
2012M08	99,872	Definitivo	
2012M07	99,251	Definitivo	
2012M06	99,657	Definitivo	
2012M05	99,852	Definitivo	
2012M04	99,946	Definitivo	
2012M03	98,501	Definitivo	
2012M02	97,915	Definitivo	
2012M01	97,744	Definitivo	
2011M12	98,527	Definitivo	
2011M11	98,556	Definitivo	
2011M10	98,141	Definitivo	
2011M09	97,401	Definitivo	
2011M08	97,308	Definitivo	
2011M07	97,191	Definitivo	
2011M06	97,770	Definitivo	
2011M05	97,903	Definitivo	
2011M04	97,928	Definitivo	
2011M03	96,646	Definitivo	
2011M02	95,991	Definitivo	
2011M01	95,918	Definitivo	
2010M12	96,496	Definitivo	
2010M11	95,944	Definitivo	
2010M10	95,432	Definitivo	
2010M09	94,526	Definitivo	
2010M08	94,602	Definitivo	
2010M07	94,311	Definitivo	
2010M06	94,825	Definitivo	
2010M05	94,636	Definitivo	
2010M04	94,463	Definitivo	
2010M03	93,319	Definitivo	
2010M02	92,727	Definitivo	
2010M01	92,894	Definitivo	
2009M12	93,789	Definitivo	
2009M11	93,853	Definitivo	
2009M10	93,460	Definitivo	
2009M09	92,758	Definitivo	
2009M08	93,110	Definitivo	
2009M07	92,729	Definitivo	
2009M06	93,611	Definitivo	
2009M05	93,277	Definitivo	
2009M04	93,246	Definitivo	
2009M03	92,177	Definitivo	
2009M02	92,062	Definitivo	
2009M01	92,029	Definitivo	
2008M12	93,051	Definitivo	
2008M11	93,552	Definitivo	
2008M10	93,982	Definitivo	
2008M09	93,668	Definitivo	
2008M08	93,765	Definitivo	
2008M07	93,941	Definitivo	
2008M06	94,482	Definitivo	
2008M05	94,052	Definitivo	
2008M04	93,380	Definitivo	
2008M03	92,197	Definitivo	
2008M02	91,440	Definitivo	
2008M01	91,243	Definitivo	
2007M12	91,695	Definitivo	
2007M11	91,388	Definitivo	
2007M10	90,872	Definitivo	
2007M09	89,737	Definitivo	
2007M08	89,464	Definitivo	
2007M07	89,317	Definitivo	
2007M06	90,080	Definitivo	
2007M05	89,986	Definitivo	
2007M04	89,673	Definitivo	
2007M03	88,234	Definitivo	
2007M02	87,618	Definitivo	
2007M01	87,601	Definitivo	
2006M12	87,952	Definitivo	
2006M11	87,812	Definitivo	
2006M10	87,608	Definitivo	
2006M09	87,226	Definitivo	
2006M08	87,466	Definitivo	
2006M07	87,301	Definitivo	
2006M06	87,933	Definitivo	
2006M05	87,880	Definitivo	
2006M04	87,508	Definitivo	
2006M03	86,189	Definitivo	
2006M02	85,644	Definitivo	
2006M01	85,584	Definitivo	
2005M12	85,760	Definitivo	
2005M11	85,599	Definitivo	
2005M10	85,462	Definitivo	
2005M09	84,807	Definitivo	
2005M08	84,417	Definitivo	
2005M07	84,038	Definitivo	
2005M06	84,769	Definitivo	
2005M05	84,715	Definitivo	
2005M04	84,460	Definitivo	
2005M03	83,117	Definitivo	
2005M02	82,486	Definitivo	
2005M01	82,195	Definitivo	
2004M12	82,873	Definitivo	
2004M11	82,914	Definitivo	
2004M10	82,663	Definitivo	
2004M09	81,889	Definitivo	
2004M08	81,796	Definitivo	
2004M07	81,478	Definitivo	
2004M06	82,169	Definitivo	
2004M05	82,061	Definitivo	
2004M04	81,460	Definitivo	
2004M03	80,278	Definitivo	
2004M02	79,757	Definitivo	
2004M01	79,622	Definitivo	
2003M12	80,179	Definitivo	
2003M11	80,101	Definitivo	
2003M10	79,825	Definitivo	
2003M09	79,353	Definitivo	
2003M08	79,159	Definitivo	
2003M07	78,848	Definitivo	
2003M06	79,441	Definitivo	
2003M05	79,418	Definitivo	
2003M04	79,336	Definitivo	
2003M03	78,646	Definitivo	
2003M02	78,158	Definitivo	
2003M01	77,989	Definitivo	
2002M12	78,309	Definitivo	
2002M11	78,081	Definitivo	
2002M10	77,764	Definitivo	
2002M09	77,176	Definitivo	
2002M08	76,946	Definitivo	
2002M07	76,773	Definitivo	
2002M06	77,444	Definitivo	
2002M05	77,497	Definitivo	
2002M04	77,206	Definitivo	
2002M03	76,074	Definitivo	
2002M02	75,330	Definitivo	
2002M01	75,232	Definitivo	

IPC Extremadura VALOR.
Series	IPC208762
Periodicity	Mensual
Unit	Índice
DATA
PERIOD	VALUE	DATA TYPE	NOTE
2018M04	102,962	Definitivo	
2018M03	101,821	Definitivo	
2018M02	101,654	Definitivo	
2018M01	101,583	Definitivo	
2017M12	102,873	Definitivo	
2017M11	102,873	Definitivo	
2017M10	102,502	Definitivo	
2017M09	101,169	Definitivo	
2017M08	100,887	Definitivo	
2017M07	100,836	Definitivo	
2017M06	101,978	Definitivo	
2017M05	102,004	Definitivo	
2017M04	101,899	Definitivo	
2017M03	100,793	Definitivo	
2017M02	100,921	Definitivo	
2017M01	101,355	Definitivo	
2016M12	102,067	Definitivo	
2016M11	101,416	Definitivo	
2016M10	101,164	Definitivo	
2016M09	99,739	Definitivo	
2016M08	99,586	Definitivo	
2016M07	99,629	Definitivo	
2016M06	100,655	Definitivo	
2016M05	100,258	Definitivo	
2016M04	99,854	Definitivo	
2016M03	98,898	Definitivo	
2016M02	98,194	Definitivo	
2016M01	98,540	Definitivo	
2015M12	100,590	Definitivo	
2015M11	100,828	Definitivo	
2015M10	100,544	Definitivo	
2015M09	99,476	Definitivo	
2015M08	99,685	Definitivo	
2015M07	100,137	Definitivo	
2015M06	101,435	Definitivo	
2015M05	101,203	Definitivo	
2015M04	100,905	Definitivo	
2015M03	99,834	Definitivo	
2015M02	99,260	Definitivo	
2015M01	99,096	Definitivo	
2014M12	100,876	Definitivo	
2014M11	101,484	Definitivo	
2014M10	101,747	Definitivo	
2014M09	100,968	Definitivo	
2014M08	100,549	Definitivo	
2014M07	100,441	Definitivo	
2014M06	101,759	Definitivo	
2014M05	101,733	Definitivo	
2014M04	101,900	Definitivo	
2014M03	100,773	Definitivo	
2014M02	100,550	Definitivo	
2014M01	100,604	Definitivo	
2013M12	102,069	Definitivo	
2013M11	102,038	Definitivo	
2013M10	102,040	Definitivo	
2013M09	101,423	Definitivo	
2013M08	101,647	Definitivo	
2013M07	101,463	Definitivo	
2013M06	102,301	Definitivo	
2013M05	102,120	Definitivo	
2013M04	102,058	Definitivo	
2013M03	101,341	Definitivo	
2013M02	100,932	Definitivo	
2013M01	100,741	Definitivo	
2012M12	102,113	Definitivo	
2012M11	102,126	Definitivo	
2012M10	102,310	Definitivo	
2012M09	101,282	Definitivo	
2012M08	100,238	Definitivo	
2012M07	99,754	Definitivo	
2012M06	100,169	Definitivo	
2012M05	100,355	Definitivo	
2012M04	100,685	Definitivo	
2012M03	99,068	Definitivo	
2012M02	98,168	Definitivo	
2012M01	98,101	Definitivo	
2011M12	99,373	Definitivo	
2011M11	99,288	Definitivo	
2011M10	99,067	Definitivo	
2011M09	98,027	Definitivo	
2011M08	97,702	Definitivo	
2011M07	97,580	Definitivo	
2011M06	98,381	Definitivo	
2011M05	98,521	Definitivo	
2011M04	98,676	Definitivo	
2011M03	97,221	Definitivo	
2011M02	96,491	Definitivo	
2011M01	96,427	Definitivo	
2010M12	97,049	Definitivo	
2010M11	96,495	Definitivo	
2010M10	96,212	Definitivo	
2010M09	95,013	Definitivo	
2010M08	94,859	Definitivo	
2010M07	94,694	Definitivo	
2010M06	95,316	Definitivo	
2010M05	95,099	Definitivo	
2010M04	95,063	Definitivo	
2010M03	93,754	Definitivo	
2010M02	93,113	Definitivo	
2010M01	93,231	Definitivo	
2009M12	94,247	Definitivo	
2009M11	94,423	Definitivo	
2009M10	94,091	Definitivo	
2009M09	93,168	Definitivo	
2009M08	93,259	Definitivo	
2009M07	92,913	Definitivo	
2009M06	93,883	Definitivo	
2009M05	93,509	Definitivo	
2009M04	93,626	Definitivo	
2009M03	92,573	Definitivo	
2009M02	92,409	Definitivo	
2009M01	92,421	Definitivo	
2008M12	93,748	Definitivo	
2008M11	94,289	Definitivo	
2008M10	94,788	Definitivo	
2008M09	94,289	Definitivo	
2008M08	94,238	Definitivo	
2008M07	94,452	Definitivo	
2008M06	95,102	Definitivo	
2008M05	94,576	Definitivo	
2008M04	93,990	Definitivo	
2008M03	92,641	Definitivo	
2008M02	91,892	Definitivo	
2008M01	91,764	Definitivo	
2007M12	92,526	Definitivo	
2007M11	92,250	Definitivo	
2007M10	91,788	Definitivo	
2007M09	90,139	Definitivo	
2007M08	89,657	Definitivo	
2007M07	89,546	Definitivo	
2007M06	90,438	Definitivo	
2007M05	90,350	Definitivo	
2007M04	90,219	Definitivo	
2007M03	88,597	Definitivo	
2007M02	87,911	Definitivo	
2007M01	87,939	Definitivo	
2006M12	88,777	Definitivo	
2006M11	88,578	Definitivo	
2006M10	88,429	Definitivo	
2006M09	87,864	Definitivo	
2006M08	87,896	Definitivo	
2006M07	87,681	Definitivo	
2006M06	88,425	Definitivo	
2006M05	88,340	Definitivo	
2006M04	88,121	Definitivo	
2006M03	86,708	Definitivo	
2006M02	86,166	Definitivo	
2006M01	86,153	Definitivo	
2005M12	86,662	Definitivo	
2005M11	86,559	Definitivo	
2005M10	86,582	Definitivo	
2005M09	85,685	Definitivo	
2005M08	85,099	Definitivo	
2005M07	84,734	Definitivo	
2005M06	85,533	Definitivo	
2005M05	85,444	Definitivo	
2005M04	85,362	Definitivo	
2005M03	83,920	Definitivo	
2005M02	83,368	Definitivo	
2005M01	83,200	Definitivo	
2004M12	84,091	Definitivo	
2004M11	84,230	Definitivo	
2004M10	84,150	Definitivo	
2004M09	83,078	Definitivo	
2004M08	82,786	Definitivo	
2004M07	82,582	Definitivo	
2004M06	83,386	Definitivo	
2004M05	83,355	Definitivo	
2004M04	82,834	Definitivo	
2004M03	81,621	Definitivo	
2004M02	81,112	Definitivo	
2004M01	81,073	Definitivo	
2003M12	81,797	Definitivo	
2003M11	81,769	Definitivo	
2003M10	81,711	Definitivo	
2003M09	81,101	Definitivo	
2003M08	80,668	Definitivo	
2003M07	80,286	Definitivo	
2003M06	80,971	Definitivo	
2003M05	81,005	Definitivo	
2003M04	81,123	Definitivo	
2003M03	80,192	Definitivo	
2003M02	79,805	Definitivo	
2003M01	79,650	Definitivo	
2002M12	80,127	Definitivo	
2002M11	79,938	Definitivo	
2002M10	80,053	Definitivo	
2002M09	79,083	Definitivo	
2002M08	78,793	Definitivo	
2002M07	78,660	Definitivo	
2002M06	79,171	Definitivo	
2002M05	79,252	Definitivo	
2002M04	79,055	Definitivo	
2002M03	78,010	Definitivo	
2002M02	77,388	Definitivo	
2002M01	77,234	Definitivo	

IPC Galicia VALOR.
Series	IPC208749
Periodicity	Mensual
Unit	Índice
DATA
PERIOD	VALUE	DATA TYPE	NOTE
2018M04	103,343	Definitivo	
2018M03	102,309	Definitivo	
2018M02	102,175	Definitivo	
2018M01	102,185	Definitivo	
2017M12	103,550	Definitivo	
2017M11	103,657	Definitivo	
2017M10	102,951	Definitivo	
2017M09	101,799	Definitivo	
2017M08	101,588	Definitivo	
2017M07	101,295	Definitivo	
2017M06	102,161	Definitivo	
2017M05	102,169	Definitivo	
2017M04	102,159	Definitivo	
2017M03	101,235	Definitivo	
2017M02	101,216	Definitivo	
2017M01	101,596	Definitivo	
2016M12	102,361	Definitivo	
2016M11	101,806	Definitivo	
2016M10	101,424	Definitivo	
2016M09	100,007	Definitivo	
2016M08	99,765	Definitivo	
2016M07	99,579	Definitivo	
2016M06	100,544	Definitivo	
2016M05	100,024	Definitivo	
2016M04	99,421	Definitivo	
2016M03	98,618	Definitivo	
2016M02	97,959	Definitivo	
2016M01	98,493	Definitivo	
2015M12	100,737	Definitivo	
2015M11	101,123	Definitivo	
2015M10	100,640	Definitivo	
2015M09	99,798	Definitivo	
2015M08	100,015	Definitivo	
2015M07	100,362	Definitivo	
2015M06	101,461	Definitivo	
2015M05	101,142	Definitivo	
2015M04	100,632	Definitivo	
2015M03	99,701	Definitivo	
2015M02	99,073	Definitivo	
2015M01	98,971	Definitivo	
2014M12	100,900	Definitivo	
2014M11	101,662	Definitivo	
2014M10	101,669	Definitivo	
2014M09	100,948	Definitivo	
2014M08	100,683	Definitivo	
2014M07	100,496	Definitivo	
2014M06	101,688	Definitivo	
2014M05	101,570	Definitivo	
2014M04	101,428	Definitivo	
2014M03	100,537	Definitivo	
2014M02	100,318	Definitivo	
2014M01	100,385	Definitivo	
2013M12	101,949	Definitivo	
2013M11	101,929	Definitivo	
2013M10	101,633	Definitivo	
2013M09	100,924	Definitivo	
2013M08	101,059	Definitivo	
2013M07	100,672	Definitivo	
2013M06	101,382	Definitivo	
2013M05	101,141	Definitivo	
2013M04	100,881	Definitivo	
2013M03	100,487	Definitivo	
2013M02	100,143	Definitivo	
2013M01	99,937	Definitivo	
2012M12	101,432	Definitivo	
2012M11	101,457	Definitivo	
2012M10	101,571	Definitivo	
2012M09	100,445	Definitivo	
2012M08	99,407	Definitivo	
2012M07	98,762	Definitivo	
2012M06	99,243	Definitivo	
2012M05	99,392	Definitivo	
2012M04	99,558	Definitivo	
2012M03	98,166	Definitivo	
2012M02	97,486	Definitivo	
2012M01	97,496	Definitivo	
2011M12	98,855	Definitivo	
2011M11	98,810	Definitivo	
2011M10	98,339	Definitivo	
2011M09	97,257	Definitivo	
2011M08	96,920	Definitivo	
2011M07	96,791	Definitivo	
2011M06	97,526	Definitivo	
2011M05	97,597	Definitivo	
2011M04	97,561	Definitivo	
2011M03	96,276	Definitivo	
2011M02	95,452	Definitivo	
2011M01	95,378	Definitivo	
2010M12	96,454	Definitivo	
2010M11	95,848	Definitivo	
2010M10	95,276	Definitivo	
2010M09	94,096	Definitivo	
2010M08	93,908	Definitivo	
2010M07	93,707	Definitivo	
2010M06	94,339	Definitivo	
2010M05	94,114	Definitivo	
2010M04	93,873	Definitivo	
2010M03	92,767	Definitivo	
2010M02	91,981	Definitivo	
2010M01	92,263	Definitivo	
2009M12	93,570	Definitivo	
2009M11	93,612	Definitivo	
2009M10	93,030	Definitivo	
2009M09	92,041	Definitivo	
2009M08	92,286	Definitivo	
2009M07	91,873	Definitivo	
2009M06	92,875	Definitivo	
2009M05	92,436	Definitivo	
2009M04	92,336	Definitivo	
2009M03	91,419	Definitivo	
2009M02	91,176	Definitivo	
2009M01	91,210	Definitivo	
2008M12	92,711	Definitivo	
2008M11	93,354	Definitivo	
2008M10	93,823	Definitivo	
2008M09	93,416	Definitivo	
2008M08	93,295	Definitivo	
2008M07	93,568	Definitivo	
2008M06	94,198	Definitivo	
2008M05	93,613	Definitivo	
2008M04	92,882	Definitivo	
2008M03	91,842	Definitivo	
2008M02	90,889	Definitivo	
2008M01	90,783	Definitivo	
2007M12	91,624	Definitivo	
2007M11	91,324	Definitivo	
2007M10	90,586	Definitivo	
2007M09	89,085	Definitivo	
2007M08	88,693	Definitivo	
2007M07	88,577	Definitivo	
2007M06	89,412	Definitivo	
2007M05	89,321	Definitivo	
2007M04	88,968	Definitivo	
2007M03	87,775	Definitivo	
2007M02	87,033	Definitivo	
2007M01	86,987	Definitivo	
2006M12	88,029	Definitivo	
2006M11	87,874	Definitivo	
2006M10	87,643	Definitivo	
2006M09	87,099	Definitivo	
2006M08	87,141	Definitivo	
2006M07	86,960	Definitivo	
2006M06	87,695	Definitivo	
2006M05	87,599	Definitivo	
2006M04	87,265	Definitivo	
2006M03	86,010	Definitivo	
2006M02	85,302	Definitivo	
2006M01	85,187	Definitivo	
2005M12	85,808	Definitivo	
2005M11	85,713	Definitivo	
2005M10	85,627	Definitivo	
2005M09	84,661	Definitivo	
2005M08	84,013	Definitivo	
2005M07	83,624	Definitivo	
2005M06	84,257	Definitivo	
2005M05	84,034	Definitivo	
2005M04	83,903	Definitivo	
2005M03	82,736	Definitivo	
2005M02	82,086	Definitivo	
2005M01	81,798	Definitivo	
2004M12	82,726	Definitivo	
2004M11	82,901	Definitivo	
2004M10	82,694	Definitivo	
2004M09	81,561	Definitivo	
2004M08	81,315	Definitivo	
2004M07	80,992	Definitivo	
2004M06	81,827	Definitivo	
2004M05	81,637	Definitivo	
2004M04	81,106	Definitivo	
2004M03	79,986	Definitivo	
2004M02	79,412	Definitivo	
2004M01	79,364	Definitivo	
2003M12	80,071	Definitivo	
2003M11	79,954	Definitivo	
2003M10	79,762	Definitivo	
2003M09	78,976	Definitivo	
2003M08	78,721	Definitivo	
2003M07	78,470	Definitivo	
2003M06	79,025	Definitivo	
2003M05	79,037	Definitivo	
2003M04	79,090	Definitivo	
2003M03	78,439	Definitivo	
2003M02	77,831	Definitivo	
2003M01	77,657	Definitivo	
2002M12	78,244	Definitivo	
2002M11	77,996	Definitivo	
2002M10	77,903	Definitivo	
2002M09	76,836	Definitivo	
2002M08	76,470	Definitivo	
2002M07	76,227	Definitivo	
2002M06	76,802	Definitivo	
2002M05	76,842	Definitivo	
2002M04	76,538	Definitivo	
2002M03	75,472	Definitivo	
2002M02	74,899	Definitivo	
2002M01	74,648	Definitivo	

IPC Madrid, Comunidad de VALOR.
Series	IPC208736
Periodicity	Mensual
Unit	Índice
DATA
PERIOD	VALUE	DATA TYPE	NOTE
2018M04	102,983	Definitivo	
2018M03	102,312	Definitivo	
2018M02	102,156	Definitivo	
2018M01	102,060	Definitivo	
2017M12	102,928	Definitivo	
2017M11	102,734	Definitivo	
2017M10	102,421	Definitivo	
2017M09	101,793	Definitivo	
2017M08	101,419	Definitivo	
2017M07	101,266	Definitivo	
2017M06	101,871	Definitivo	
2017M05	101,736	Definitivo	
2017M04	101,968	Definitivo	
2017M03	100,944	Definitivo	
2017M02	101,049	Definitivo	
2017M01	101,384	Definitivo	
2016M12	101,743	Definitivo	
2016M11	101,177	Definitivo	
2016M10	100,866	Definitivo	
2016M09	99,976	Definitivo	
2016M08	99,999	Definitivo	
2016M07	99,946	Definitivo	
2016M06	100,421	Definitivo	
2016M05	99,962	Definitivo	
2016M04	99,523	Definitivo	
2016M03	99,085	Definitivo	
2016M02	98,536	Definitivo	
2016M01	98,766	Definitivo	
2015M12	100,376	Definitivo	
2015M11	100,643	Definitivo	
2015M10	100,396	Definitivo	
2015M09	99,945	Definitivo	
2015M08	100,224	Definitivo	
2015M07	100,509	Definitivo	
2015M06	101,265	Definitivo	
2015M05	101,022	Definitivo	
2015M04	100,585	Definitivo	
2015M03	99,891	Definitivo	
2015M02	99,297	Definitivo	
2015M01	99,007	Definitivo	
2014M12	100,361	Definitivo	
2014M11	100,880	Definitivo	
2014M10	101,172	Definitivo	
2014M09	100,825	Definitivo	
2014M08	100,710	Definitivo	
2014M07	100,525	Definitivo	
2014M06	101,173	Definitivo	
2014M05	101,112	Definitivo	
2014M04	101,097	Definitivo	
2014M03	100,433	Definitivo	
2014M02	100,243	Definitivo	
2014M01	100,262	Definitivo	
2013M12	101,429	Definitivo	
2013M11	101,334	Definitivo	
2013M10	101,219	Definitivo	
2013M09	100,962	Definitivo	
2013M08	101,063	Definitivo	
2013M07	100,794	Definitivo	
2013M06	101,133	Definitivo	
2013M05	100,957	Definitivo	
2013M04	100,861	Definitivo	
2013M03	100,728	Definitivo	
2013M02	100,331	Definitivo	
2013M01	100,085	Definitivo	
2012M12	101,257	Definitivo	
2012M11	101,122	Definitivo	
2012M10	101,423	Definitivo	
2012M09	100,646	Definitivo	
2012M08	99,660	Definitivo	
2012M07	99,131	Definitivo	
2012M06	99,273	Definitivo	
2012M05	99,421	Definitivo	
2012M04	99,553	Definitivo	
2012M03	98,400	Definitivo	
2012M02	97,863	Definitivo	
2012M01	97,723	Definitivo	
2011M12	98,782	Definitivo	
2011M11	98,401	Definitivo	
2011M10	98,091	Definitivo	
2011M09	97,490	Definitivo	
2011M08	97,264	Definitivo	
2011M07	97,027	Definitivo	
2011M06	97,298	Definitivo	
2011M05	97,449	Definitivo	
2011M04	97,609	Definitivo	
2011M03	96,610	Definitivo	
2011M02	95,938	Definitivo	
2011M01	95,772	Definitivo	
2010M12	96,333	Definitivo	
2010M11	95,647	Definitivo	
2010M10	95,213	Definitivo	
2010M09	94,587	Definitivo	
2010M08	94,545	Definitivo	
2010M07	94,298	Definitivo	
2010M06	94,478	Definitivo	
2010M05	94,302	Definitivo	
2010M04	94,197	Definitivo	
2010M03	93,415	Definitivo	
2010M02	92,770	Definitivo	
2010M01	92,885	Definitivo	
2009M12	93,545	Definitivo	
2009M11	93,487	Definitivo	
2009M10	93,109	Definitivo	
2009M09	92,652	Definitivo	
2009M08	92,837	Definitivo	
2009M07	92,545	Definitivo	
2009M06	93,040	Definitivo	
2009M05	92,533	Definitivo	
2009M04	92,707	Definitivo	
2009M03	91,942	Definitivo	
2009M02	91,910	Definitivo	
2009M01	91,835	Definitivo	
2008M12	92,712	Definitivo	
2008M11	93,042	Definitivo	
2008M10	93,514	Definitivo	
2008M09	93,288	Definitivo	
2008M08	93,338	Definitivo	
2008M07	93,449	Definitivo	
2008M06	93,689	Definitivo	
2008M05	93,163	Definitivo	
2008M04	92,645	Definitivo	
2008M03	91,919	Definitivo	
2008M02	91,144	Definitivo	
2008M01	90,965	Definitivo	
2007M12	91,266	Definitivo	
2007M11	90,842	Definitivo	
2007M10	90,379	Definitivo	
2007M09	89,409	Definitivo	
2007M08	89,176	Definitivo	
2007M07	89,054	Definitivo	
2007M06	89,449	Definitivo	
2007M05	89,307	Definitivo	
2007M04	89,150	Definitivo	
2007M03	88,222	Definitivo	
2007M02	87,585	Definitivo	
2007M01	87,451	Definitivo	
2006M12	87,785	Definitivo	
2006M11	87,445	Definitivo	
2006M10	87,379	Definitivo	
2006M09	87,110	Definitivo	
2006M08	87,272	Definitivo	
2006M07	87,073	Definitivo	
2006M06	87,338	Definitivo	
2006M05	87,228	Definitivo	
2006M04	87,021	Definitivo	
2006M03	85,979	Definitivo	
2006M02	85,353	Definitivo	
2006M01	85,346	Definitivo	
2005M12	85,494	Definitivo	
2005M11	85,216	Definitivo	
2005M10	85,138	Definitivo	
2005M09	84,644	Definitivo	
2005M08	84,186	Definitivo	
2005M07	83,757	Definitivo	
2005M06	83,992	Definitivo	
2005M05	83,716	Definitivo	
2005M04	83,622	Definitivo	
2005M03	82,733	Definitivo	
2005M02	82,173	Definitivo	
2005M01	81,977	Definitivo	
2004M12	82,476	Definitivo	
2004M11	82,521	Definitivo	
2004M10	82,411	Definitivo	
2004M09	81,722	Definitivo	
2004M08	81,639	Definitivo	
2004M07	81,274	Definitivo	
2004M06	81,636	Definitivo	
2004M05	81,556	Definitivo	
2004M04	81,201	Definitivo	
2004M03	80,243	Definitivo	
2004M02	79,685	Definitivo	
2004M01	79,698	Definitivo	
2003M12	80,023	Definitivo	
2003M11	79,859	Definitivo	
2003M10	79,667	Definitivo	
2003M09	79,248	Definitivo	
2003M08	79,054	Definitivo	
2003M07	78,662	Definitivo	
2003M06	78,960	Definitivo	
2003M05	78,884	Definitivo	
2003M04	79,026	Definitivo	
2003M03	78,510	Definitivo	
2003M02	77,966	Definitivo	
2003M01	77,816	Definitivo	
2002M12	77,969	Definitivo	
2002M11	77,726	Definitivo	
2002M10	77,725	Definitivo	
2002M09	77,053	Definitivo	
2002M08	76,791	Definitivo	
2002M07	76,496	Definitivo	
2002M06	76,870	Definitivo	
2002M05	76,877	Definitivo	
2002M04	76,594	Definitivo	
2002M03	75,626	Definitivo	
2002M02	75,147	Definitivo	
2002M01	75,082	Definitivo	

IPC Murcia, Región de VALOR.
Series	IPC208723
Periodicity	Mensual
Unit	Índice
DATA
PERIOD	VALUE	DATA TYPE	NOTE
2018M04	102,764	Definitivo	
2018M03	101,663	Definitivo	
2018M02	101,580	Definitivo	
2018M01	101,394	Definitivo	
2017M12	102,669	Definitivo	
2017M11	102,687	Definitivo	
2017M10	101,996	Definitivo	
2017M09	100,770	Definitivo	
2017M08	100,845	Definitivo	
