Province	Year	Exp Smoothing 0.5 alpha	Exp Smoothing 0.65 alpha	Exp Smoothing 0.8 alpha	Exp Smoothing 0.95 alpha
Galicia	2015	1356.966796875	1224.7765967423768	1152.2739119923199	1109.3554316740017
Galicia	2016	1045.4833984375	905.7718088598319	817.654782398464	752.7677715837001
Illes Balears	2003	24270.0	24270.0	24270.0	24270.0
Illes Balears	2004	24270.0	24270.0	24270.0	24270.0
Illes Balears	2005	24155.5	24121.15	24086.8	24052.45
Illes Balears	2006	24038.75	23991.7025	23954.96	23928.5225
Illes Balears	2007	23615.375	23471.895875	23344.592	23228.826125
Illes Balears	2008	22120.1875	21621.413556249998	21168.9184	20755.19130625
Illes Balears	2009	20027.59375	19225.244744687498	18581.78368	18076.0095653125
Illes Balears	2010	18452.796875	17699.535660640624	17218.756736	16937.900478265627
Illes Balears	2011	17367.3984375	16778.137481224217	16469.3513472	16314.79502391328
Illes Balears	2012	15508.19921875	14744.198118428476	14213.07026944	13782.289751195663
Illes Balears	2013	14079.099609375	13382.969341449967	12962.614053887999	12706.614487559784
Illes Balears	2014	12192.0498046875	11382.289269507488	10836.5228107776	10425.08072437799
Illes Balears	2015	9858.52490234375	8875.05124432762	8187.304562155519	7670.004036218899
Illes Balears	2016	7528.762451171875	6485.617935514667	5796.6609124311035	5322.5502018109455
La Rioja	2003	8495.0	8495.0	8495.0	8495.0
La Rioja	2004	8495.0	8495.0	8495.0	8495.0
La Rioja	2005	8490.5	8489.15	8487.8	8486.45
La Rioja	2006	8402.75	8375.9525	8349.56	8323.5725
La Rioja	2007	8226.875	8164.733375	8110.7119999999995	8064.628625
La Rioja	2008	7702.4375	7523.35668125	7364.5424	7222.33143125
La Rioja	2009	6966.71875	6683.3248384375	6457.70848	6280.5665715625
La Rioja	2010	6467.359375	6218.363693453125	6065.941696	5983.628328578125
La Rioja	2011	5969.6796875	5733.227292708594	5590.7883392	5497.581416428906
La Rioja	2012	5247.33984375	4947.879552448008	4738.15766784	4573.629070821446
La Rioja	2013	4494.169921875	4163.407843356803	3940.431533568	3782.6314535410725
La Rioja	2014	3778.0849609375	3447.492745174881	3237.6863067136	3098.0315726770536
La Rioja	2015	2847.04248046875	2452.0224608112085	2180.33726134272	1975.1015786338528
La Rioja	2016	2116.521240234375	1759.1078612839228	1544.867452268544	1415.4550789316927
Melilla	2003	9219.0	9219.0	9219.0	9219.0
Melilla	2004	9219.0	9219.0	9219.0	9219.0
Melilla	2005	8678.5	8516.35	8354.2	8192.05
Melilla	2006	7936.25	7656.8225	7426.04	7243.9025
Melilla	2007	7040.125	6673.487875	6400.407999999999	6198.995125
Melilla	2008	6149.0625	5753.42075625	5486.4816	5305.04975625
Melilla	2009	5312.03125	4922.4472646875	4677.2963199999995	4516.5024878125005
Melilla	2010	4362.015625	3940.656542640625	3665.059264	3467.225124390625
Melilla	2011	3420.0078125	2989.9297899242188	2715.4118528	2527.461256219531
Melilla	2012	4409.50390625	4555.825426473477	4862.28237056	5255.423062810976
Melilla	2013	5133.251953125	5401.5888992657165	5658.056474112	5826.921153140549
Melilla	2014	5572.6259765625	5798.356114743001	5941.2112948224	6002.746057657027
Melilla	2015	5881.81298828125	6053.57464016005	6141.04225896448	6181.587302882851
Melilla	2016	5189.406494140625	5041.801124056017	4825.808451792896	4581.229365144142
País Vasco	2003	17832.0	17832.0	17832.0	17832.0
País Vasco	2004	17832.0	17832.0	17832.0	17832.0
País Vasco	2005	16827.5	16526.15	16224.8	15923.45
País Vasco	2006	15637.25	15174.702500000001	14802.56	14520.8225
País Vasco	2007	14157.625	13551.845875	13102.912	12770.141125
País Vasco	2008	12213.8125	11418.64605625	10836.5824	10395.00705625
País Vasco	2009	10420.40625	9604.0761196875	9068.91648	8715.4003528125
País Vasco	2010	9001.203125	8289.726641890626	7879.383296	7638.670017640625
País Vasco	2011	7877.6015625	7291.504324661719	6979.0766592	6798.233500882031
País Vasco	2012	6691.30078125	6130.276513631601	5799.81533184	5569.661675044102
País Vasco	2013	5586.150390625	5058.246779771061	4744.763066368	4535.433083752205
País Vasco	2014	4664.0751953125	4202.686372919871	3942.5526132736	3781.6716541876103
País Vasco	2015	3692.03759765625	3238.940230521955	2964.51052265472	2773.0835827093806
País Vasco	2016	2935.518798828125	2549.979080682684	2336.102104530944	2208.704179135469
Princ. de Asturias	2003	2851.0	2851.0	2851.0	2851.0
Princ. de Asturias	2004	2851.0	2851.0	2851.0	2851.0
Princ. de Asturias	2005	2759.0	2731.4	2703.8	2676.2
Princ. de Asturias	2006	2585.0	2523.14	2469.56	2424.26
Princ. de Asturias	2007	2353.0	2261.749	2190.712	2136.163
Princ. de Asturias	2008	2012.5	1878.4121499999999	1775.7424	1695.20815
Princ. de Asturias	2009	1692.25	1549.2442525	1452.74848	1388.1604075
Princ. de Asturias	2010	1538.125	1441.835488375	1397.749696	1384.208020375
Princ. de Asturias	2011	1310.5625	1208.59242093125	1145.9499392	1098.0604010187499
Princ. de Asturias	2012	1050.28125	936.5073473259374	861.18998784	805.4030200509376
Princ. de Asturias	2013	857.640625	760.0275715640781	704.237997568	672.0201510025469
Princ. de Asturias	2014	652.3203125	556.5596500474273	498.4475995136	458.2510075501274
Princ. de Asturias	2015	477.16015625	391.09587751659956	341.28951990272	309.81255037750634
Princ. de Asturias	2016	352.580078125	285.0835571308098	250.657903980544	232.09062751887532
Reg. de Murcia	2003	73029.0	73029.0	73029.0	73029.0
Reg. de Murcia	2004	73029.0	73029.0	73029.0	73029.0
Reg. de Murcia	2005	71951.5	71628.25	71305.0	70981.75
Reg. de Murcia	2006	70438.25	69871.1375	69401.0	69027.8375
Reg. de Murcia	2007	66959.625	65717.548125	64665.0	63758.341875
Reg. de Murcia	2008	62657.3125	60931.89184375	59617.0	58625.16709375
Reg. de Murcia	2009	58554.65625	56719.9621453125	55485.0	54660.6583546875
Reg. de Murcia	2010	56154.828125	54792.736750859374	54101.0	53800.282917734374
Reg. de Murcia	2011	50467.9140625	48285.10786280078	46645.0	45231.96414588672
Reg. de Murcia	2012	42467.95703125	39303.987751980276	36903.4	35006.198207294336
Reg. de Murcia	2013	36800.478515625	33992.8457131931	32287.08	31326.659910364717
Reg. de Murcia	2014	30364.2392578125	27450.695999617586	25599.816	24297.932995518237
Reg. de Murcia	2015	24208.11962890625	21341.543599866156	19561.5632	18364.29664977591
Reg. de Murcia	2016	18873.559814453125	16269.890259953154	14743.51264	13780.264832488796
